"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_F01","CO_F01_YON","CO_F02","CO_F02B","CO_F02_OTHER","CO_F03","CO_F04","CO_F05","CO_F06","Basicweight"
143,126,3,1,2,1,1,4,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,13,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,7,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,1,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,3,1,4,,,888,0,,,129.616023809524
143,126,3,1,2,1,1,5,1,5,6,,700,1,580,650,129.616023809524
143,126,3,1,2,1,1,9,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,11,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,8,0,,,,,,,,129.616023809524
144,127,3,1,2,1,1,9,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,12,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,10,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,7,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,6,1,1,,,300,1,200,280,6.52797094736842
144,127,3,1,2,1,1,8,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,5,1,5,7,,700,1,580,600,6.52797094736842
144,127,3,1,2,1,1,4,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,1,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,3,1,4,,,888,0,,,6.52797094736842
144,127,3,1,2,1,1,13,1,1,,,750,1,350,700,6.52797094736842
144,127,3,1,2,1,1,11,0,,,,,,,,6.52797094736842
144,127,3,1,2,1,1,2,0,,,,,,,,6.52797094736842
145,128,3,1,2,1,1,6,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,9,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,4,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,11,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,10,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,13,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,12,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,1,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,5,1,555,0,1,0,0,,,143.114677419355
145,128,3,1,2,1,1,7,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,8,0,,,,,,,,143.114677419355
145,128,3,1,2,1,1,3,1,4,,,888,0,,,143.114677419355
145,128,3,1,2,1,1,2,0,,,,,,,,143.114677419355
146,129,3,1,1,1,1,4,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,1,1,1,,,1250,1,1100,1250,19.6108301886792
146,129,3,1,1,1,1,11,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,6,1,1,,,350,1,250,300,19.6108301886792
146,129,3,1,1,1,1,5,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,2,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,8,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,10,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,3,1,4,,,888,0,,,19.6108301886792
146,129,3,1,1,1,1,7,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,12,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,9,0,,,,,,,,19.6108301886792
146,129,3,1,1,1,1,13,0,,,,,,,,19.6108301886792
147,130,3,1,2,1,1,2,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,12,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,11,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,8,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,9,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,5,1,555,0,1,0,0,,,12.8257836585366
147,130,3,1,2,1,1,4,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,3,1,4,,,888,0,,,12.8257836585366
147,130,3,1,2,1,1,7,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,1,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,6,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,13,0,,,,,,,,12.8257836585366
147,130,3,1,2,1,1,10,0,,,,,,,,12.8257836585366
148,131,3,1,2,1,1,13,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,3,1,4,,,888,0,,,5.20940357142857
148,131,3,1,2,1,1,1,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,6,1,8,35,,10000,1,9000,10000,5.20940357142857
148,131,3,1,2,1,1,10,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,2,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,5,1,5,6,,700,0,,,5.20940357142857
148,131,3,1,2,1,1,7,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,8,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,4,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,11,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,12,0,,,,,,,,5.20940357142857
148,131,3,1,2,1,1,9,0,,,,,,,,5.20940357142857
149,132,3,1,2,1,5,11,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,1,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,3,1,4,,,888,0,,,7.28915877551021
149,132,3,1,2,1,5,6,1,8,34,,9500,1,8500,9500,7.28915877551021
149,132,3,1,2,1,5,10,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,7,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,13,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,4,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,12,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,2,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,8,0,,,,,,,,7.28915877551021
149,132,3,1,2,1,5,5,1,5,6,,620,1,580,600,7.28915877551021
149,132,3,1,2,1,5,9,0,,,,,,,,7.28915877551021
150,133,3,1,2,1,1,9,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,3,1,4,,,888,0,,,84.5583622641509
150,133,3,1,2,1,1,1,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,7,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,8,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,13,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,12,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,2,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,11,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,4,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,10,0,,,,,,,,84.5583622641509
150,133,3,1,2,1,1,6,1,8,35,,10000,1,9000,10000,84.5583622641509
150,133,3,1,2,1,1,5,1,5,6,,700,1,580,650,84.5583622641509
159,134,3,2,2,1,1,1,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,7,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,8,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,5,1,5,7,,800,1,750,780,112.320421052632
159,134,3,2,2,1,1,9,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,13,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,2,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,6,1,1,,,300,1,240,270,112.320421052632
159,134,3,2,2,1,1,3,1,4,,,888,0,,,112.320421052632
159,134,3,2,2,1,1,4,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,11,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,12,0,,,,,,,,112.320421052632
159,134,3,2,2,1,1,10,0,,,,,,,,112.320421052632
160,135,3,2,2,1,1,1,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,9,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,2,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,5,1,5,8,,1000,1,880,900,147.572481927711
160,135,3,2,2,1,1,8,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,4,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,3,1,4,,,888,0,,,147.572481927711
160,135,3,2,2,1,1,10,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,6,1,1,,,300,0,,,147.572481927711
160,135,3,2,2,1,1,13,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,7,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,12,0,,,,,,,,147.572481927711
160,135,3,2,2,1,1,11,0,,,,,,,,147.572481927711
161,136,3,2,2,1,4,8,0,,,,,,,,165.54155
161,136,3,2,2,1,4,7,0,,,,,,,,165.54155
161,136,3,2,2,1,4,10,0,,,,,,,,165.54155
161,136,3,2,2,1,4,13,0,,,,,,,,165.54155
161,136,3,2,2,1,4,4,0,,,,,,,,165.54155
161,136,3,2,2,1,4,6,1,7,1,,300,1,200,220,165.54155
161,136,3,2,2,1,4,9,0,,,,,,,,165.54155
161,136,3,2,2,1,4,3,1,4,,,888,0,,,165.54155
161,136,3,2,2,1,4,1,0,,,,,,,,165.54155
161,136,3,2,2,1,4,11,0,,,,,,,,165.54155
161,136,3,2,2,1,4,5,1,5,6,,700,1,600,650,165.54155
161,136,3,2,2,1,4,2,0,,,,,,,,165.54155
161,136,3,2,2,1,4,12,0,,,,,,,,165.54155
162,137,3,3,2,1,6,2,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,10,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,6,1,7,1.5,,300,1,200,220,184.221032258065
162,137,3,3,2,1,6,11,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,13,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,9,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,3,1,4,,,888,0,,,184.221032258065
162,137,3,3,2,1,6,7,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,8,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,4,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,1,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,12,0,,,,,,,,184.221032258065
162,137,3,3,2,1,6,5,1,5,8,,900,1,800,850,184.221032258065
163,138,3,3,1,1,1,7,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,10,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,11,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,12,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,5,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,2,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,13,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,9,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,1,1,1,,,1500,1,1250,1400,17.2384463414634
163,138,3,3,1,1,1,4,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,8,0,,,,,,,,17.2384463414634
163,138,3,3,1,1,1,3,1,4,,,888,0,,,17.2384463414634
163,138,3,3,1,1,1,6,1,8,30,,10000,1,9000,10000,17.2384463414634
164,139,3,3,1,1,1,9,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,2,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,10,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,3,1,4,,,888,0,,,27.1421528455285
164,139,3,3,1,1,1,8,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,4,1,3,,,250,0,,,27.1421528455285
164,139,3,3,1,1,1,5,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,12,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,6,1,8,33,,9500,1,8500,9500,27.1421528455285
164,139,3,3,1,1,1,11,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,7,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,13,0,,,,,,,,27.1421528455285
164,139,3,3,1,1,1,1,1,1,,,1500,1,1350,1433,27.1421528455285
165,140,3,3,1,1,1,8,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,1,1,1,,,1350,1,1250,1300,30.559265408805
165,140,3,3,1,1,1,10,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,2,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,3,1,4,,,888,0,,,30.559265408805
165,140,3,3,1,1,1,12,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,11,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,4,1,3,,,250,0,,,30.559265408805
165,140,3,3,1,1,1,9,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,7,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,5,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,13,0,,,,,,,,30.559265408805
165,140,3,3,1,1,1,6,1,1,,,300,1,200,250,30.559265408805
166,141,3,3,1,1,1,11,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,7,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,8,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,4,1,3,,,212,0,,,12.4060407960199
166,141,3,3,1,1,1,6,1,8,34,,10000,1,9000,10000,12.4060407960199
166,141,3,3,1,1,1,13,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,9,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,2,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,12,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,10,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,3,1,4,,,888,0,,,12.4060407960199
166,141,3,3,1,1,1,5,0,,,,,,,,12.4060407960199
166,141,3,3,1,1,1,1,1,1,,,1300,1,1200,1250,12.4060407960199
167,142,3,3,2,1,1,8,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,9,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,4,1,3,,,220,0,,,121.961137254902
167,142,3,3,2,1,1,12,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,2,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,5,1,5,7,,700,1,600,650,121.961137254902
167,142,3,3,2,1,1,6,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,13,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,10,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,1,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,7,0,,,,,,,,121.961137254902
167,142,3,3,2,1,1,3,1,4,,,888,0,,,121.961137254902
167,142,3,3,2,1,1,11,0,,,,,,,,121.961137254902
168,143,3,3,1,1,1,2,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,9,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,1,1,1,,,1666,0,,,7.21586578366446
168,143,3,3,1,1,1,8,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,6,1,1,,,300,0,,,7.21586578366446
168,143,3,3,1,1,1,3,1,4,,,888,0,,,7.21586578366446
168,143,3,3,1,1,1,4,1,3,,,250,0,,,7.21586578366446
168,143,3,3,1,1,1,5,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,13,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,7,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,12,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,10,0,,,,,,,,7.21586578366446
168,143,3,3,1,1,1,11,0,,,,,,,,7.21586578366446
169,144,3,3,1,1,1,3,1,4,,,888,0,,,22.0445028571429
169,144,3,3,1,1,1,7,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,5,1,555,0,2,0,0,,,22.0445028571429
169,144,3,3,1,1,1,12,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,4,1,3,,,208,0,,,22.0445028571429
169,144,3,3,1,1,1,11,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,2,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,6,1,1,,,350,0,,,22.0445028571429
169,144,3,3,1,1,1,1,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,9,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,10,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,8,0,,,,,,,,22.0445028571429
169,144,3,3,1,1,1,13,0,,,,,,,,22.0445028571429
170,145,3,3,2,1,1,4,1,3,,,250,0,,,137.508
170,145,3,3,2,1,1,3,1,4,,,888,0,,,137.508
170,145,3,3,2,1,1,5,1,5,6,,700,0,,,137.508
170,145,3,3,2,1,1,13,0,,,,,,,,137.508
170,145,3,3,2,1,1,2,0,,,,,,,,137.508
170,145,3,3,2,1,1,10,0,,,,,,,,137.508
170,145,3,3,2,1,1,12,0,,,,,,,,137.508
170,145,3,3,2,1,1,11,0,,,,,,,,137.508
170,145,3,3,2,1,1,7,0,,,,,,,,137.508
170,145,3,3,2,1,1,6,0,,,,,,,,137.508
170,145,3,3,2,1,1,1,0,,,,,,,,137.508
170,145,3,3,2,1,1,9,0,,,,,,,,137.508
170,145,3,3,2,1,1,8,0,,,,,,,,137.508
171,146,3,3,1,1,1,4,1,3,,,300,0,,,16.8267534626039
171,146,3,3,1,1,1,8,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,1,1,1,,,1667,1,1500,1700,16.8267534626039
171,146,3,3,1,1,1,10,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,6,1,1,,,300,0,,,16.8267534626039
171,146,3,3,1,1,1,3,1,4,,,888,0,,,16.8267534626039
171,146,3,3,1,1,1,11,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,5,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,9,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,7,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,13,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,12,0,,,,,,,,16.8267534626039
171,146,3,3,1,1,1,2,0,,,,,,,,16.8267534626039
172,147,3,3,1,1,1,8,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,1,1,1,,,1200,1,1000,1200,8.8548862745098
172,147,3,3,1,1,1,13,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,5,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,10,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,3,1,4,,,888,0,,,8.8548862745098
172,147,3,3,1,1,1,2,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,12,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,6,1,1,,,250,0,,,8.8548862745098
172,147,3,3,1,1,1,9,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,7,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,11,0,,,,,,,,8.8548862745098
172,147,3,3,1,1,1,4,1,3,,,250,0,,,8.8548862745098
173,148,3,3,1,1,1,2,0,,,,,,,,7.74793
173,148,3,3,1,1,1,3,1,4,,,888,0,,,7.74793
173,148,3,3,1,1,1,11,0,,,,,,,,7.74793
173,148,3,3,1,1,1,4,1,3,,,250,0,,,7.74793
173,148,3,3,1,1,1,9,0,,,,,,,,7.74793
173,148,3,3,1,1,1,7,0,,,,,,,,7.74793
173,148,3,3,1,1,1,10,0,,,,,,,,7.74793
173,148,3,3,1,1,1,8,0,,,,,,,,7.74793
173,148,3,3,1,1,1,5,1,5,7,,900,0,,,7.74793
173,148,3,3,1,1,1,13,0,,,,,,,,7.74793
173,148,3,3,1,1,1,1,1,1,,,1200,0,,,7.74793
173,148,3,3,1,1,1,12,0,,,,,,,,7.74793
173,148,3,3,1,1,1,6,1,8,33,,10000,1,9000,10000,7.74793
174,149,3,3,1,1,1,4,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,13,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,1,1,1,,,1250,0,,,11.7204483568075
174,149,3,3,1,1,1,6,1,1,,,300,0,,,11.7204483568075
174,149,3,3,1,1,1,2,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,5,1,5,7,,800,0,,,11.7204483568075
174,149,3,3,1,1,1,3,1,4,,,888,0,,,11.7204483568075
174,149,3,3,1,1,1,7,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,8,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,11,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,12,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,10,0,,,,,,,,11.7204483568075
174,149,3,3,1,1,1,9,0,,,,,,,,11.7204483568075
175,150,3,3,1,1,8,7,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,3,1,4,,,888,0,,,13.050107253886
175,150,3,3,1,1,8,1,1,1,,,1400,1,1350,1500,13.050107253886
175,150,3,3,1,1,8,2,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,13,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,5,1,5,7,,800,1,740,780,13.050107253886
175,150,3,3,1,1,8,6,1,1,,,300,0,,,13.050107253886
175,150,3,3,1,1,8,12,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,10,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,11,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,9,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,4,0,,,,,,,,13.050107253886
175,150,3,3,1,1,8,8,0,,,,,,,,13.050107253886
176,151,3,4,1,1,1,12,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,11,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,3,1,4,,,888,0,,,25.1660547945205
176,151,3,4,1,1,1,6,1,8,33,,9000,1,8000,9000,25.1660547945205
176,151,3,4,1,1,1,5,1,5,7,,700,0,,,25.1660547945205
176,151,3,4,1,1,1,4,1,3,,,250,0,,,25.1660547945205
176,151,3,4,1,1,1,2,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,8,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,9,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,7,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,13,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,1,0,,,,,,,,25.1660547945205
176,151,3,4,1,1,1,10,0,,,,,,,,25.1660547945205
177,152,3,4,2,1,1,2,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,13,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,10,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,8,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,6,1,1,,,250,0,,,113.6677875
177,152,3,4,2,1,1,9,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,5,1,5,7,,800,0,,,113.6677875
177,152,3,4,2,1,1,3,1,4,,,888,0,,,113.6677875
177,152,3,4,2,1,1,11,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,1,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,12,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,7,0,,,,,,,,113.6677875
177,152,3,4,2,1,1,4,1,3,,,250,0,,,113.6677875
178,153,3,4,1,1,1,11,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,9,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,8,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,7,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,12,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,13,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,2,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,1,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,3,1,4,,,888,0,,,19.7935021276596
178,153,3,4,1,1,1,5,1,5,7,,700,1,580,600,19.7935021276596
178,153,3,4,1,1,1,4,1,3,,,250,0,,,19.7935021276596
178,153,3,4,1,1,1,10,0,,,,,,,,19.7935021276596
178,153,3,4,1,1,1,6,0,,,,,,,,19.7935021276596
179,154,3,4,2,1,1,5,1,5,7,,900,1,770,850,91.1654625
179,154,3,4,2,1,1,7,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,12,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,13,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,6,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,10,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,3,1,4,,,888,0,,,91.1654625
179,154,3,4,2,1,1,4,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,8,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,11,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,9,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,2,0,,,,,,,,91.1654625
179,154,3,4,2,1,1,1,0,,,,,,,,91.1654625
180,155,3,4,1,1,1,7,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,6,1,8,35,,11000,1,10000,10500,24.0643146067416
180,155,3,4,1,1,1,8,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,11,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,10,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,2,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,5,1,1,,,1100,1,1000,1050,24.0643146067416
180,155,3,4,1,1,1,9,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,12,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,1,1,1,,,1500,1,1250,1333,24.0643146067416
180,155,3,4,1,1,1,4,1,3,,,300,0,,,24.0643146067416
180,155,3,4,1,1,1,13,0,,,,,,,,24.0643146067416
180,155,3,4,1,1,1,3,1,4,,,888,0,,,24.0643146067416
181,156,3,4,2,1,1,6,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,13,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,4,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,2,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,9,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,10,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,7,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,3,1,4,,,888,0,,,175.267767857143
181,156,3,4,2,1,1,1,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,12,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,8,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,11,0,,,,,,,,175.267767857143
181,156,3,4,2,1,1,5,1,5,6,,700,0,,,175.267767857143
182,157,3,5,2,1,4,10,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,1,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,9,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,8,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,3,1,4,,,888,0,,,166.146574074074
182,157,3,5,2,1,4,4,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,13,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,11,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,5,1,5,7,,900,1,780,800,166.146574074074
182,157,3,5,2,1,4,2,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,7,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,12,0,,,,,,,,166.146574074074
182,157,3,5,2,1,4,6,0,,,,,,,,166.146574074074
183,158,3,5,2,1,6,5,1,5,6,,800,1,700,800,142.1882875
183,158,3,5,2,1,6,4,0,,,,,,,,142.1882875
183,158,3,5,2,1,6,12,0,,,,,,,,142.1882875
