"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_F01","CO_F01_YON","CO_F02","CO_F02B","CO_F02_OTHER","CO_F03","CO_F04","CO_F05","CO_F06","Basicweight"
64,62,2,2,2,1,10,7,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,4,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,12,1,1,,,0,0,,,7.20332459016393
64,62,2,2,2,1,10,9,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,11,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,6,0,,,,,,,,7.20332459016393
65,63,2,2,2,1,10,10,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,2,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,1,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,7,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,12,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,4,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,13,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,8,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,5,1,5,7,,700,1,580,600,10.1865876923077
65,63,2,2,2,1,10,9,0,,,,,,,,10.1865876923077
65,63,2,2,2,1,10,6,1,8,888,,9500,1,8500,9500,10.1865876923077
65,63,2,2,2,1,10,3,1,4,,,888,0,,,10.1865876923077
65,63,2,2,2,1,10,11,0,,,,,,,,10.1865876923077
66,64,2,2,2,1,10,7,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,4,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,1,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,11,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,9,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,6,1,1,,,300,0,,,4.40477818181818
66,64,2,2,2,1,10,3,1,4,,,888,0,,,4.40477818181818
66,64,2,2,2,1,10,10,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,12,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,8,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,5,1,1,,,100,1,90,100,4.40477818181818
66,64,2,2,2,1,10,13,0,,,,,,,,4.40477818181818
66,64,2,2,2,1,10,2,0,,,,,,,,4.40477818181818
67,65,2,2,2,1,10,6,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,11,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,10,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,12,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,7,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,3,1,4,,,888,0,,,6.27120765957447
67,65,2,2,2,1,10,4,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,13,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,2,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,9,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,1,0,,,,,,,,6.27120765957447
67,65,2,2,2,1,10,5,1,5,7,,900,1,780,850,6.27120765957447
67,65,2,2,2,1,10,8,0,,,,,,,,6.27120765957447
68,66,2,2,2,1,10,11,0,,,,,,,,138.488
68,66,2,2,2,1,10,13,0,,,,,,,,138.488
68,66,2,2,2,1,10,6,0,,,,,,,,138.488
68,66,2,2,2,1,10,2,0,,,,,,,,138.488
68,66,2,2,2,1,10,3,1,4,,,888,0,,,138.488
68,66,2,2,2,1,10,12,1,1,,,0,0,,,138.488
68,66,2,2,2,1,10,5,1,5,6,,700,1,600,650,138.488
68,66,2,2,2,1,10,10,0,,,,,,,,138.488
68,66,2,2,2,1,10,1,0,,,,,,,,138.488
68,66,2,2,2,1,10,4,0,,,,,,,,138.488
68,66,2,2,2,1,10,7,0,,,,,,,,138.488
68,66,2,2,2,1,10,8,0,,,,,,,,138.488
68,66,2,2,2,1,10,9,0,,,,,,,,138.488
69,67,2,2,2,1,10,9,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,5,1,5,7,,800,1,700,800,6.55938214285714
69,67,2,2,2,1,10,3,1,4,,,888,0,,,6.55938214285714
69,67,2,2,2,1,10,7,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,2,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,10,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,1,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,6,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,13,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,4,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,8,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,11,0,,,,,,,,6.55938214285714
69,67,2,2,2,1,10,12,0,,,,,,,,6.55938214285714
70,68,2,2,2,1,10,13,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,11,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,7,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,12,1,555,15,12,1000,0,,,5.97752774193548
70,68,2,2,2,1,10,5,1,5,6,,800,1,700,800,5.97752774193548
70,68,2,2,2,1,10,2,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,1,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,6,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,9,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,8,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,10,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,4,0,,,,,,,,5.97752774193548
70,68,2,2,2,1,10,3,1,4,,,888,0,,,5.97752774193548
71,69,2,2,2,1,10,4,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,8,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,13,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,5,1,5,6,,600,1,500,600,111.031052054795
71,69,2,2,2,1,10,3,1,4,,,888,0,,,111.031052054795
71,69,2,2,2,1,10,12,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,9,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,6,1,1,,,300,1,250,280,111.031052054795
71,69,2,2,2,1,10,2,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,11,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,7,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,10,0,,,,,,,,111.031052054795
71,69,2,2,2,1,10,1,1,1,,,1600,1,1500,1550,111.031052054795
79,70,2,3,1,1,1,12,1,555,1,17,0,1,100,140,13.34441
79,70,2,3,1,1,1,1,0,,,,,,,,13.34441
79,70,2,3,1,1,1,5,1,5,6,,800,1,720,780,13.34441
79,70,2,3,1,1,1,2,0,,,,,,,,13.34441
79,70,2,3,1,1,1,3,1,4,,,888,0,,,13.34441
79,70,2,3,1,1,1,7,0,,,,,,,,13.34441
79,70,2,3,1,1,1,11,0,,,,,,,,13.34441
79,70,2,3,1,1,1,9,0,,,,,,,,13.34441
79,70,2,3,1,1,1,6,1,1,,,350,1,280,300,13.34441
79,70,2,3,1,1,1,10,0,,,,,,,,13.34441
79,70,2,3,1,1,1,13,0,,,,,,,,13.34441
79,70,2,3,1,1,1,8,0,,,,,,,,13.34441
79,70,2,3,1,1,1,4,1,3,,,125,0,,,13.34441
80,71,2,3,2,1,2,7,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,6,1,1,,,350,1,290,310,104.835668449198
80,71,2,3,2,1,2,10,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,9,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,8,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,2,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,5,1,1,,,100,0,,,104.835668449198
80,71,2,3,2,1,2,11,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,3,1,4,,,888,0,,,104.835668449198
80,71,2,3,2,1,2,1,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,12,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,13,0,,,,,,,,104.835668449198
80,71,2,3,2,1,2,4,0,,,,,,,,104.835668449198
81,72,2,3,2,1,1,8,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,9,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,6,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,2,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,1,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,10,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,12,1,555,0,14,0,0,,,112.872822222222
81,72,2,3,2,1,1,5,1,5,6,,600,1,500,600,112.872822222222
81,72,2,3,2,1,1,3,1,4,,,888,0,,,112.872822222222
81,72,2,3,2,1,1,11,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,4,1,3,,,215,0,,,112.872822222222
81,72,2,3,2,1,1,13,0,,,,,,,,112.872822222222
81,72,2,3,2,1,1,7,0,,,,,,,,112.872822222222
82,73,2,3,2,1,1,1,0,,,,,,,,198.80024
82,73,2,3,2,1,1,7,0,,,,,,,,198.80024
82,73,2,3,2,1,1,4,0,,,,,,,,198.80024
82,73,2,3,2,1,1,6,0,,,,,,,,198.80024
82,73,2,3,2,1,1,10,0,,,,,,,,198.80024
82,73,2,3,2,1,1,2,0,,,,,,,,198.80024
82,73,2,3,2,1,1,11,0,,,,,,,,198.80024
82,73,2,3,2,1,1,12,0,,,,,,,,198.80024
82,73,2,3,2,1,1,9,0,,,,,,,,198.80024
82,73,2,3,2,1,1,5,1,1,,,100,1,50,55,198.80024
82,73,2,3,2,1,1,3,1,4,,,888,0,,,198.80024
82,73,2,3,2,1,1,13,0,,,,,,,,198.80024
82,73,2,3,2,1,1,8,0,,,,,,,,198.80024
83,74,2,4,2,1,1,6,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,11,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,3,1,4,,,888,0,,,283.146722891566
83,74,2,4,2,1,1,13,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,12,1,5,888,,0,0,,,283.146722891566
83,74,2,4,2,1,1,2,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,10,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,8,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,1,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,5,1,5,6,,700,0,,,283.146722891566
83,74,2,4,2,1,1,9,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,7,0,,,,,,,,283.146722891566
83,74,2,4,2,1,1,4,0,,,,,,,,283.146722891566
84,75,2,4,2,1,1,12,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,1,1,1,,,1500,1,1350,1500,72.2506289308176
84,75,2,4,2,1,1,8,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,11,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,6,1,8,34,,11000,1,10000,11000,72.2506289308176
84,75,2,4,2,1,1,13,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,2,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,4,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,5,1,5,5,,500,1,450,480,72.2506289308176
84,75,2,4,2,1,1,9,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,7,0,,,,,,,,72.2506289308176
84,75,2,4,2,1,1,3,1,4,,,888,0,,,72.2506289308176
84,75,2,4,2,1,1,10,0,,,,,,,,72.2506289308176
85,76,2,4,1,1,1,4,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,5,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,7,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,1,1,1,,,1250,1,1000,1250,18.0142465909091
85,76,2,4,1,1,1,13,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,3,1,4,,,888,0,,,18.0142465909091
85,76,2,4,1,1,1,2,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,12,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,10,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,11,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,9,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,8,0,,,,,,,,18.0142465909091
85,76,2,4,1,1,1,6,1,7,1,,250,1,200,250,18.0142465909091
86,77,2,4,1,1,1,7,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,6,1,7,1,,250,1,200,230,18.0087829787234
86,77,2,4,1,1,1,9,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,13,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,11,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,1,1,1,,,1300,0,,,18.0087829787234
86,77,2,4,1,1,1,12,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,4,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,10,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,3,1,4,,,888,0,,,18.0087829787234
86,77,2,4,1,1,1,5,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,8,0,,,,,,,,18.0087829787234
86,77,2,4,1,1,1,2,0,,,,,,,,18.0087829787234
87,78,2,4,2,1,1,1,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,11,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,4,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,9,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,6,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,8,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,12,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,13,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,10,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,7,0,,,,,,,,102.260069686411
87,78,2,4,2,1,1,3,1,4,,,888,0,,,102.260069686411
87,78,2,4,2,1,1,5,1,5,8,,900,1,780,850,102.260069686411
87,78,2,4,2,1,1,2,0,,,,,,,,102.260069686411
88,79,2,4,1,1,1,8,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,4,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,3,1,4,,,888,0,,,12.1381444776119
88,79,2,4,1,1,1,1,1,1,,,1500,1,1300,1450,12.1381444776119
88,79,2,4,1,1,1,11,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,12,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,10,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,2,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,5,1,5,5,,700,0,,,12.1381444776119
88,79,2,4,1,1,1,7,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,9,0,,,,,,,,12.1381444776119
88,79,2,4,1,1,1,6,1,7,1.5,,300,1,250,300,12.1381444776119
88,79,2,4,1,1,1,13,0,,,,,,,,12.1381444776119
89,80,2,4,1,1,1,13,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,10,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,12,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,2,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,11,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,6,1,7,1,,250,1,200,230,15.4509974137931
89,80,2,4,1,1,1,3,1,4,,,888,0,,,15.4509974137931
89,80,2,4,1,1,1,5,1,5,7,,900,1,780,800,15.4509974137931
89,80,2,4,1,1,1,9,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,7,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,1,1,1,,,1500,0,,,15.4509974137931
89,80,2,4,1,1,1,4,0,,,,,,,,15.4509974137931
89,80,2,4,1,1,1,8,0,,,,,,,,15.4509974137931
90,81,2,5,2,1,1,5,1,5,7,,800,1,740,800,124.678725925926
90,81,2,5,2,1,1,13,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,11,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,7,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,2,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,10,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,1,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,3,1,4,,,888,0,,,124.678725925926
90,81,2,5,2,1,1,12,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,9,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,8,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,4,0,,,,,,,,124.678725925926
90,81,2,5,2,1,1,6,0,,,,,,,,124.678725925926
91,82,2,5,2,1,1,4,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,3,1,4,,,888,0,,,5.83359555555556
91,82,2,5,2,1,1,5,1,5,8,,1000,0,,,5.83359555555556
91,82,2,5,2,1,1,9,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,1,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,2,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,13,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,12,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,10,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,8,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,11,0,,,,,,,,5.83359555555556
91,82,2,5,2,1,1,6,1,7,1.5,,300,1,250,270,5.83359555555556
91,82,2,5,2,1,1,7,0,,,,,,,,5.83359555555556
92,83,2,5,1,1,1,13,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,9,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,1,1,1,,,1400,1,1300,1400,6.58144009096816
92,83,2,5,1,1,1,3,1,4,,,888,0,,,6.58144009096816
92,83,2,5,1,1,1,5,1,5,6,,700,0,,,6.58144009096816
92,83,2,5,1,1,1,12,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,6,1,7,1.5,,350,1,300,350,6.58144009096816
92,83,2,5,1,1,1,4,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,10,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,8,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,11,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,2,0,,,,,,,,6.58144009096816
92,83,2,5,1,1,1,7,0,,,,,,,,6.58144009096816
93,84,2,5,2,1,1,2,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,7,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,12,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,8,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,10,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,5,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,1,1,1,,,1600,0,,,6.03000852631579
93,84,2,5,2,1,1,3,1,4,,,888,0,,,6.03000852631579
93,84,2,5,2,1,1,4,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,6,1,7,1,,250,0,,,6.03000852631579
93,84,2,5,2,1,1,11,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,13,0,,,,,,,,6.03000852631579
93,84,2,5,2,1,1,9,0,,,,,,,,6.03000852631579
94,85,2,5,2,1,1,2,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,8,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,9,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,7,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,10,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,5,1,5,6,,700,0,,,5.1029127090301
94,85,2,5,2,1,1,1,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,3,1,4,,,888,0,,,5.1029127090301
94,85,2,5,2,1,1,4,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,11,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,6,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,13,0,,,,,,,,5.1029127090301
94,85,2,5,2,1,1,12,0,,,,,,,,5.1029127090301
95,86,2,5,2,1,1,10,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,6,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,1,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,4,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,11,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,2,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,5,1,5,7,,800,0,,,8.59660148148148
95,86,2,5,2,1,1,3,1,4,,,888,0,,,8.59660148148148
95,86,2,5,2,1,1,12,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,7,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,13,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,8,0,,,,,,,,8.59660148148148
95,86,2,5,2,1,1,9,0,,,,,,,,8.59660148148148
96,87,2,5,2,1,1,7,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,13,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,10,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,12,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,2,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,8,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,4,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,5,1,5,7,,700,0,,,5.64209608695652
96,87,2,5,2,1,1,3,1,4,,,888,0,,,5.64209608695652
96,87,2,5,2,1,1,9,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,11,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,1,0,,,,,,,,5.64209608695652
96,87,2,5,2,1,1,6,1,7,1.5,,300,0,,,5.64209608695652
97,88,2,5,2,1,1,13,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,8,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,10,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,1,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,9,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,4,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,3,1,4,,,888,0,,,4.88795216326531
97,88,2,5,2,1,1,6,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,2,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,5,1,5,7,,800,0,,,4.88795216326531
97,88,2,5,2,1,1,11,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,7,0,,,,,,,,4.88795216326531
97,88,2,5,2,1,1,12,0,,,,,,,,4.88795216326531
98,89,2,5,2,1,1,5,1,5,5,,700,0,,,7.90328774193548
98,89,2,5,2,1,1,4,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,12,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,6,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,8,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,9,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,10,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,1,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,13,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,2,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,11,0,,,,,,,,7.90328774193548
98,89,2,5,2,1,1,3,1,4,,,888,0,,,7.90328774193548
98,89,2,5,2,1,1,7,0,,,,,,,,7.90328774193548
99,90,2,5,2,1,1,6,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,8,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,9,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,11,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,12,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,1,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,3,1,4,,,888,0,,,134.667481889764
99,90,2,5,2,1,1,5,1,5,7,,800,0,,,134.667481889764
99,90,2,5,2,1,1,2,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,7,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,10,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,4,0,,,,,,,,134.667481889764
99,90,2,5,2,1,1,13,0,,,,,,,,134.667481889764
100,91,2,5,2,1,1,2,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,10,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,7,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,9,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,5,1,5,7,,800,0,,,179.081928947368
100,91,2,5,2,1,1,1,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,3,1,4,,,888,0,,,179.081928947368
100,91,2,5,2,1,1,12,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,11,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,13,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,4,0,,,,,,,,179.081928947368
100,91,2,5,2,1,1,6,1,8,34,,8000,0,,,179.081928947368
100,91,2,5,2,1,1,8,0,,,,,,,,179.081928947368
101,92,2,5,2,1,1,12,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,1,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,8,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,13,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,3,1,4,,,888,0,,,11.0025058064516
101,92,2,5,2,1,1,11,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,5,1,5,5,,600,0,,,11.0025058064516
101,92,2,5,2,1,1,2,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,6,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,9,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,7,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,10,0,,,,,,,,11.0025058064516
101,92,2,5,2,1,1,4,0,,,,,,,,11.0025058064516
102,93,2,5,1,1,1,12,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,13,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,9,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,10,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,5,1,5,6,,600,0,,,6.93965068493151
102,93,2,5,1,1,1,1,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,8,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,11,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,4,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,7,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,2,0,,,,,,,,6.93965068493151
102,93,2,5,1,1,1,6,1,8,888,,10000,0,,,6.93965068493151
102,93,2,5,1,1,1,3,1,4,,,888,0,,,6.93965068493151
103,94,2,5,2,1,1,11,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,9,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,13,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,6,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,12,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,1,0,,,,,,,,7.06769470588235
