"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_B01","CO_B02","CO_B03","CO_B05","CO_B06","CO_B07","CO_B07B","CO_B07_OTHER","Basicweight"
104,95,2,5,2,1,1,1,"09:43","16/06/2022",1,45,1,999,,11.688666
105,96,2,5,2,1,1,1,"10:31","17/06/2022",1,59,1,999,,7.49371745454545
105,96,2,5,2,1,1,2,"10:31","17/06/2022",2,42,2,999,,7.49371745454545
105,96,2,5,2,1,1,3,"10:32","17/06/2022",1,38,3,999,,7.49371745454545
114,97,2,6,2,1,1,1,"12:41","22/06/2022",1,30,3,999,,109.48854
114,97,2,6,2,1,1,2,"12:42","22/06/2022",1,39,1,2,,109.48854
114,97,2,6,2,1,1,4,"12:43","22/06/2022",2,45,2,999,,109.48854
114,97,2,6,2,1,1,3,"12:42","22/06/2022",2,63,5,999,,109.48854
115,98,2,6,1,1,1,2,"12:28","21/06/2022",1,32,9,999,,6.9631550877193
115,98,2,6,1,1,1,3,"12:44","21/06/2022",1,62,1,999,,6.9631550877193
115,98,2,6,1,1,1,1,"12:26","21/06/2022",2,53,11,555,11,6.9631550877193
116,99,2,6,2,1,1,3,"16:29","21/06/2022",1,38,1,9,,138.22532038835
116,99,2,6,2,1,1,1,"16:28","21/06/2022",2,42,6,7,,138.22532038835
116,99,2,6,2,1,1,2,"16:28","21/06/2022",2,43,2,8,,138.22532038835
117,100,2,6,2,1,1,1,"11:32","18/06/2022",1,34,5,4,,121.078246153846
117,100,2,6,2,1,1,3,"11:34","18/06/2022",1,44,3,7,,121.078246153846
117,100,2,6,2,1,1,4,"11:35","18/06/2022",2,36,4,2,,121.078246153846
117,100,2,6,2,1,1,2,"11:33","18/06/2022",2,35,6,999,,121.078246153846
118,101,2,6,2,1,2,3,"15:25","20/06/2022",1,40,4,7,,164.318615384615
118,101,2,6,2,1,2,2,"15:23","20/06/2022",1,53,4,2,,164.318615384615
118,101,2,6,2,1,2,1,"15:23","20/06/2022",1,47,1,7,,164.318615384615
119,102,2,6,1,1,1,1,"11:10","20/06/2022",1,37,3,2,,26.6755114503817
119,102,2,6,1,1,1,2,"11:11","20/06/2022",2,35,1,2,,26.6755114503817
119,102,2,6,1,1,1,3,"11:11","20/06/2022",2,43,6,2,,26.6755114503817
120,103,2,7,1,1,1,3,"11:13","13/06/2022",2,38,4,999,,10.14123
120,103,2,7,1,1,1,2,"11:12","13/06/2022",2,54,1,2,,10.14123
120,103,2,7,1,1,1,1,"11:11","13/06/2022",1,52,3,9,,10.14123
120,103,2,7,1,1,1,4,"11:13","13/06/2022",2,32,5,2,,10.14123
121,104,2,7,2,1,1,2,"15:49","14/06/2022",2,51,1,3,,90.2549166666667
121,104,2,7,2,1,1,1,"15:48","14/06/2022",2,55,5,2,,90.2549166666667
121,104,2,7,2,1,1,4,"15:51","14/06/2022",1,36,7,999,,90.2549166666667
121,104,2,7,2,1,1,3,"15:50","14/06/2022",1,61,4,2,,90.2549166666667
122,105,2,7,2,1,1,1,"14:09","15/06/2022",1,34,3,999,,53.5930577507599
122,105,2,7,2,1,1,3,"14:11","15/06/2022",2,37,11,1,,53.5930577507599
122,105,2,7,2,1,1,2,"14:09","15/06/2022",2,50,2,8,,53.5930577507599
123,106,2,7,1,1,1,1,"16:28","16/06/2022",1,54,11,7,,6.04231948051948
123,106,2,7,1,1,1,3,"16:30","16/06/2022",2,38,2,999,,6.04231948051948
123,106,2,7,1,1,1,2,"16:29","16/06/2022",1,39,3,999,,6.04231948051948
123,106,2,7,1,1,1,4,"16:31","16/06/2022",1,40,1,3,,6.04231948051948
124,107,2,7,1,1,1,2,"14:08","17/06/2022",2,30,4,9,,7.471653
124,107,2,7,1,1,1,1,"14:06","17/06/2022",1,54,1,3,,7.471653
124,107,2,7,1,1,1,3,"14:08","17/06/2022",1,35,3,999,,7.471653
125,108,2,7,2,1,1,2,"11:47","16/06/2022",1,36,3,4,,100.539116883117
125,108,2,7,2,1,1,1,"11:46","16/06/2022",1,36,1,8,,100.539116883117
125,108,2,7,2,1,1,3,"11:48","16/06/2022",2,56,4,2,,100.539116883117
126,109,2,7,1,1,1,5,"18:15","14/06/2022",1,38,4,999,,16.0080777777778
126,109,2,7,1,1,1,3,"18:08","14/06/2022",2,52,11,999,,16.0080777777778
126,109,2,7,1,1,1,4,"18:09","14/06/2022",2,40,2,6,,16.0080777777778
126,109,2,7,1,1,1,2,"18:06","14/06/2022",1,59,8,999,,16.0080777777778
126,109,2,7,1,1,1,1,"18:04","14/06/2022",1,53,3,9,,16.0080777777778
127,110,2,8,2,1,1,1,"13:44","07/06/2022",1,34,3,999,,60.01412
127,110,2,8,2,1,1,6,"13:52","07/06/2022",2,49,6,8,,60.01412
127,110,2,8,2,1,1,2,"13:46","07/06/2022",1,26,7,555,10,60.01412
127,110,2,8,2,1,1,5,"13:51","07/06/2022",2,25,11,999,,60.01412
127,110,2,8,2,1,1,3,"13:47","07/06/2022",1,46,4,1,,60.01412
127,110,2,8,2,1,1,4,"13:49","07/06/2022",1,34,10,9,,60.01412
128,111,2,8,1,1,1,4,"20:28","06/06/2022",1,66,3,999,,4.83481479713604
128,111,2,8,1,1,1,2,"20:27","06/06/2022",1,52,1,3,,4.83481479713604
128,111,2,8,1,1,1,5,"20:28","06/06/2022",2,53,11,999,,4.83481479713604
128,111,2,8,1,1,1,3,"20:28","06/06/2022",2,31,4,999,,4.83481479713604
128,111,2,8,1,1,1,1,"20:27","06/06/2022",1,42,2,999,,4.83481479713604
129,112,2,8,2,1,2,7,"15:17","06/06/2022",1,53,10,9,,72.9900818181818
129,112,2,8,2,1,2,2,"15:07","06/06/2022",2,31,11,8,,72.9900818181818
129,112,2,8,2,1,2,1,"15:06","06/06/2022",1,51,3,999,,72.9900818181818
129,112,2,8,2,1,2,4,"15:11","06/06/2022",2,24,7,999,,72.9900818181818
129,112,2,8,2,1,2,6,"15:16","06/06/2022",2,59,8,999,,72.9900818181818
129,112,2,8,2,1,2,5,"15:15","06/06/2022",2,58,4,555,9,72.9900818181818
129,112,2,8,2,1,2,3,"15:10","06/06/2022",1,33,555,7,17,72.9900818181818
130,113,2,8,1,1,1,3,"11:27","07/06/2022",1,36,3,999,,9.81552
130,113,2,8,1,1,1,1,"11:24","07/06/2022",1,49,1,999,,9.81552
130,113,2,8,1,1,1,2,"11:26","07/06/2022",1,34,4,9,,9.81552
131,114,2,8,2,1,1,4,"12:26","06/06/2022",2,40,4,8,,82.8797946428571
131,114,2,8,2,1,1,1,"12:20","06/06/2022",1,40,1,8,,82.8797946428571
131,114,2,8,2,1,1,6,"12:28","06/06/2022",1,60,5,999,,82.8797946428571
131,114,2,8,2,1,1,9,"12:31","06/06/2022",1,46,3,999,,82.8797946428571
131,114,2,8,2,1,1,8,"12:30","06/06/2022",2,52,2,999,,82.8797946428571
131,114,2,8,2,1,1,7,"12:29","06/06/2022",1,72,2,999,,82.8797946428571
131,114,2,8,2,1,1,2,"12:21","06/06/2022",1,40,3,999,,82.8797946428571
131,114,2,8,2,1,1,3,"12:22","06/06/2022",2,31,4,999,,82.8797946428571
131,114,2,8,2,1,1,5,"12:27","06/06/2022",1,26,7,999,,82.8797946428571
132,115,2,8,2,1,1,4,"11:27","07/06/2022",1,48,11,999,,95.6783076923077
132,115,2,8,2,1,1,5,"11:27","07/06/2022",1,60,10,999,,95.6783076923077
132,115,2,8,2,1,1,2,"11:24","07/06/2022",2,38,6,999,,95.6783076923077
132,115,2,8,2,1,1,1,"11:24","07/06/2022",1,58,1,999,,95.6783076923077
132,115,2,8,2,1,1,6,"11:28","07/06/2022",1,54,10,999,,95.6783076923077
132,115,2,8,2,1,1,3,"11:26","07/06/2022",2,48,10,999,,95.6783076923077
133,116,2,8,1,1,1,4,"13:05","06/06/2022",1,37,4,999,,9.9624364640884
133,116,2,8,1,1,1,3,"13:04","06/06/2022",1,48,3,8,,9.9624364640884
133,116,2,8,1,1,1,1,"13:02","06/06/2022",2,56,1,999,,9.9624364640884
133,116,2,8,1,1,1,2,"13:03","06/06/2022",2,40,2,999,,9.9624364640884
134,117,2,8,1,1,1,3,"14:42","07/06/2022",2,26,2,999,,5.43553831877729
134,117,2,8,1,1,1,1,"14:40","07/06/2022",1,55,1,999,,5.43553831877729
134,117,2,8,1,1,1,2,"14:41","07/06/2022",1,42,4,999,,5.43553831877729
135,118,3,1,2,1,1,3,"11:08","24/06/2022",2,42,11,999,,9.30926727272727
135,118,3,1,2,1,1,4,"11:08","24/06/2022",2,35,4,999,,9.30926727272727
135,118,3,1,2,1,1,2,"11:07","24/06/2022",1,41,5,999,,9.30926727272727
135,118,3,1,2,1,1,1,"11:06","24/06/2022",1,58,1,999,,9.30926727272727
136,119,3,1,2,1,1,2,"11:35","23/06/2022",1,31,3,999,,8.84043631578947
136,119,3,1,2,1,1,3,"11:36","23/06/2022",2,50,4,999,,8.84043631578947
136,119,3,1,2,1,1,4,"11:37","23/06/2022",2,49,555,999,9,8.84043631578947
136,119,3,1,2,1,1,1,"11:30","23/06/2022",1,38,1,999,,8.84043631578947
137,120,3,1,1,1,1,1,"08:36","23/06/2022",2,48,1,999,,23.9924330935252
137,120,3,1,1,1,1,4,"08:38","23/06/2022",2,32,4,999,,23.9924330935252
137,120,3,1,1,1,1,3,"08:38","23/06/2022",2,28,2,999,,23.9924330935252
137,120,3,1,1,1,1,2,"08:37","23/06/2022",1,66,3,4,,23.9924330935252
138,121,3,1,2,1,1,2,"17:09","20/06/2022",2,39,2,8,,6.05804417910448
138,121,3,1,2,1,1,1,"17:08","20/06/2022",1,35,1,999,,6.05804417910448
138,121,3,1,2,1,1,4,"17:10","20/06/2022",1,30,4,999,,6.05804417910448
138,121,3,1,2,1,1,3,"17:09","20/06/2022",1,52,3,999,,6.05804417910448
139,122,3,1,2,1,1,4,"18:10","14/06/2022",1,31,11,999,,8.73729090909091
139,122,3,1,2,1,1,1,"18:08","14/06/2022",1,52,1,999,,8.73729090909091
139,122,3,1,2,1,1,3,"18:10","14/06/2022",2,28,4,999,,8.73729090909091
139,122,3,1,2,1,1,5,"18:11","14/06/2022",1,48,3,999,,8.73729090909091
139,122,3,1,2,1,1,2,"18:09","14/06/2022",1,53,2,999,,8.73729090909091
140,123,3,1,2,1,1,2,"16:23","14/06/2022",1,36,3,999,,8.86556956521739
140,123,3,1,2,1,1,4,"16:24","14/06/2022",2,31,4,9,,8.86556956521739
140,123,3,1,2,1,1,1,"16:23","14/06/2022",1,39,1,999,,8.86556956521739
140,123,3,1,2,1,1,5,"16:24","14/06/2022",2,30,6,999,,8.86556956521739
140,123,3,1,2,1,1,3,"16:23","14/06/2022",2,32,11,9,,8.86556956521739
141,124,3,1,2,1,1,5,"09:48","18/06/2022",2,37,4,999,,7.22822444444444
141,124,3,1,2,1,1,2,"09:45","18/06/2022",1,28,3,999,,7.22822444444444
141,124,3,1,2,1,1,4,"09:47","18/06/2022",1,32,11,999,,7.22822444444444
141,124,3,1,2,1,1,1,"09:45","18/06/2022",1,37,1,999,,7.22822444444444
141,124,3,1,2,1,1,3,"09:46","18/06/2022",1,30,2,999,,7.22822444444444
142,125,3,1,2,1,1,5,"09:41","22/06/2022",1,31,5,999,,7.96816413461539
142,125,3,1,2,1,1,4,"09:38","22/06/2022",1,44,2,8,,7.96816413461539
142,125,3,1,2,1,1,2,"09:36","22/06/2022",1,39,3,999,,7.96816413461539
142,125,3,1,2,1,1,3,"09:37","22/06/2022",2,48,4,999,,7.96816413461539
142,125,3,1,2,1,1,1,"09:34","22/06/2022",1,68,1,999,,7.96816413461539
143,126,3,1,2,1,1,1,"12:03","22/06/2022",1,40,1,999,,129.616023809524
143,126,3,1,2,1,1,3,"12:04","22/06/2022",2,45,2,999,,129.616023809524
143,126,3,1,2,1,1,5,"12:05","22/06/2022",1,40,5,999,,129.616023809524
143,126,3,1,2,1,1,2,"12:03","22/06/2022",1,38,3,999,,129.616023809524
143,126,3,1,2,1,1,4,"12:04","22/06/2022",1,38,4,7,,129.616023809524
144,127,3,1,2,1,1,1,"16:09","18/06/2022",1,51,1,999,,6.52797094736842
144,127,3,1,2,1,1,3,"16:13","18/06/2022",1,28,7,999,,6.52797094736842
144,127,3,1,2,1,1,2,"16:11","18/06/2022",1,42,3,999,,6.52797094736842
145,128,3,1,2,1,1,1,"10:45","24/06/2022",1,37,1,999,,143.114677419355
145,128,3,1,2,1,1,4,"10:47","24/06/2022",1,38,2,999,,143.114677419355
145,128,3,1,2,1,1,3,"10:46","24/06/2022",1,40,4,999,,143.114677419355
145,128,3,1,2,1,1,2,"10:45","24/06/2022",1,38,3,999,,143.114677419355
146,129,3,1,1,1,1,3,"10:49","13/06/2022",2,45,4,999,,19.6108301886792
146,129,3,1,1,1,1,1,"10:48","13/06/2022",2,37,1,999,,19.6108301886792
146,129,3,1,1,1,1,4,"10:50","13/06/2022",2,30,2,999,,19.6108301886792
146,129,3,1,1,1,1,5,"10:51","13/06/2022",1,25,7,999,,19.6108301886792
146,129,3,1,1,1,1,2,"10:48","13/06/2022",1,32,3,999,,19.6108301886792
146,129,3,1,1,1,1,6,"10:51","13/06/2022",1,31,11,999,,19.6108301886792
147,130,3,1,2,1,1,6,"10:59","20/06/2022",2,28,6,999,,12.8257836585366
147,130,3,1,2,1,1,1,"10:53","20/06/2022",1,42,1,999,,12.8257836585366
147,130,3,1,2,1,1,3,"10:55","20/06/2022",1,31,4,999,,12.8257836585366
147,130,3,1,2,1,1,4,"10:56","20/06/2022",1,42,2,999,,12.8257836585366
147,130,3,1,2,1,1,5,"10:57","20/06/2022",1,40,11,999,,12.8257836585366
147,130,3,1,2,1,1,2,"10:54","20/06/2022",1,42,3,999,,12.8257836585366
148,131,3,1,2,1,1,1,"09:36","20/06/2022",1,33,1,999,,5.20940357142857
148,131,3,1,2,1,1,3,"09:37","20/06/2022",2,38,2,999,,5.20940357142857
148,131,3,1,2,1,1,2,"09:37","20/06/2022",2,50,4,999,,5.20940357142857
149,132,3,1,2,1,5,4,"15:17","20/06/2022",2,56,11,999,,7.28915877551021
149,132,3,1,2,1,5,1,"15:12","20/06/2022",1,42,1,999,,7.28915877551021
149,132,3,1,2,1,5,2,"15:13","20/06/2022",1,48,3,10,,7.28915877551021
149,132,3,1,2,1,5,3,"15:16","20/06/2022",2,32,2,999,,7.28915877551021
150,133,3,1,2,1,1,1,"10:07","18/06/2022",1,42,1,999,,84.5583622641509
150,133,3,1,2,1,1,2,"10:08","18/06/2022",1,38,3,999,,84.5583622641509
150,133,3,1,2,1,1,3,"10:09","18/06/2022",2,45,11,999,,84.5583622641509
159,134,3,2,2,1,1,3,"17:26","22/06/2022",1,58,11,999,,112.320421052632
159,134,3,2,2,1,1,1,"17:24","22/06/2022",1,27,1,999,,112.320421052632
159,134,3,2,2,1,1,2,"17:25","22/06/2022",1,31,3,999,,112.320421052632
160,135,3,2,2,1,1,4,"10:45","21/06/2022",2,55,2,999,,147.572481927711
160,135,3,2,2,1,1,3,"10:45","21/06/2022",2,45,4,999,,147.572481927711
160,135,3,2,2,1,1,1,"10:44","21/06/2022",1,40,1,999,,147.572481927711
160,135,3,2,2,1,1,2,"10:44","21/06/2022",1,41,3,999,,147.572481927711
161,136,3,2,2,1,4,3,"08:39","24/06/2022",2,35,2,999,,165.54155
161,136,3,2,2,1,4,4,"08:39","24/06/2022",1,45,11,999,,165.54155
161,136,3,2,2,1,4,2,"08:38","24/06/2022",1,45,3,999,,165.54155
161,136,3,2,2,1,4,1,"08:37","24/06/2022",1,34,1,999,,165.54155
162,137,3,3,2,1,6,2,"12:46","23/06/2022",1,25,3,999,,184.221032258065
162,137,3,3,2,1,6,4,"12:47","23/06/2022",2,27,2,999,,184.221032258065
162,137,3,3,2,1,6,1,"12:45","23/06/2022",1,41,1,999,,184.221032258065
162,137,3,3,2,1,6,3,"12:46","23/06/2022",2,41,2,999,,184.221032258065
162,137,3,3,2,1,6,5,"12:48","23/06/2022",1,45,11,999,,184.221032258065
163,138,3,3,1,1,1,2,"08:37","22/06/2022",1,35,3,999,,17.2384463414634
163,138,3,3,1,1,1,4,"08:39","22/06/2022",1,50,4,999,,17.2384463414634
163,138,3,3,1,1,1,3,"08:38","22/06/2022",2,35,2,999,,17.2384463414634
163,138,3,3,1,1,1,1,"08:36","22/06/2022",1,43,1,999,,17.2384463414634
164,139,3,3,1,1,1,3,"17:56","18/06/2022",1,32,2,999,,27.1421528455285
164,139,3,3,1,1,1,4,"17:57","18/06/2022",2,25,11,999,,27.1421528455285
164,139,3,3,1,1,1,2,"17:56","18/06/2022",1,50,2,999,,27.1421528455285
164,139,3,3,1,1,1,1,"17:55","18/06/2022",1,39,1,999,,27.1421528455285
165,140,3,3,1,1,1,3,"11:08","17/06/2022",2,38,6,999,,30.559265408805
165,140,3,3,1,1,1,1,"11:06","17/06/2022",1,50,1,999,,30.559265408805
165,140,3,3,1,1,1,2,"11:07","17/06/2022",1,56,3,999,,30.559265408805
166,141,3,3,1,1,1,2,"15:04","22/06/2022",2,28,11,555,9,12.4060407960199
166,141,3,3,1,1,1,1,"14:59","22/06/2022",2,44,1,999,,12.4060407960199
166,141,3,3,1,1,1,3,"15:05","22/06/2022",1,38,3,8,,12.4060407960199
167,142,3,3,2,1,1,4,"12:20","20/06/2022",2,49,2,4,,121.961137254902
167,142,3,3,2,1,1,1,"12:05","20/06/2022",1,42,1,999,,121.961137254902
167,142,3,3,2,1,1,2,"12:06","20/06/2022",1,33,2,8,,121.961137254902
167,142,3,3,2,1,1,5,"12:23","20/06/2022",1,46,5,3,,121.961137254902
167,142,3,3,2,1,1,3,"12:08","20/06/2022",1,45,7,999,,121.961137254902
168,143,3,3,1,1,1,2,"07:44","20/06/2022",1,65,5,999,,7.21586578366446
168,143,3,3,1,1,1,3,"07:45","20/06/2022",1,43,2,8,,7.21586578366446
168,143,3,3,1,1,1,1,"07:43","20/06/2022",1,41,1,999,,7.21586578366446
169,144,3,3,1,1,1,5,"09:01","22/06/2022",2,44,11,555,9,22.0445028571429
169,144,3,3,1,1,1,1,"08:56","22/06/2022",1,50,1,999,,22.0445028571429
169,144,3,3,1,1,1,4,"09:00","22/06/2022",1,49,8,999,,22.0445028571429
169,144,3,3,1,1,1,2,"08:58","22/06/2022",2,32,9,4,,22.0445028571429
169,144,3,3,1,1,1,3,"08:59","22/06/2022",1,38,3,999,,22.0445028571429
170,145,3,3,2,1,1,2,"15:55","21/06/2022",1,35,3,999,,137.508
170,145,3,3,2,1,1,3,"15:58","21/06/2022",2,52,5,8,,137.508
170,145,3,3,2,1,1,1,"15:54","21/06/2022",1,49,1,999,,137.508
171,146,3,3,1,1,1,1,"08:09","21/06/2022",2,47,1,999,,16.8267534626039
171,146,3,3,1,1,1,4,"08:11","21/06/2022",1,33,7,999,,16.8267534626039
171,146,3,3,1,1,1,3,"08:10","21/06/2022",1,51,9,4,,16.8267534626039
171,146,3,3,1,1,1,2,"08:09","21/06/2022",1,27,3,999,,16.8267534626039
172,147,3,3,1,1,1,3,"16:05","17/06/2022",2,39,4,999,,8.8548862745098
172,147,3,3,1,1,1,2,"15:53","17/06/2022",1,47,4,999,,8.8548862745098
172,147,3,3,1,1,1,1,"15:48","17/06/2022",1,40,1,8,,8.8548862745098
172,147,3,3,1,1,1,4,"16:07","17/06/2022",2,34,2,8,,8.8548862745098
173,148,3,3,1,1,1,4,"18:20","16/06/2022",2,34,2,999,,7.74793
173,148,3,3,1,1,1,3,"18:16","16/06/2022",1,36,4,999,,7.74793
173,148,3,3,1,1,1,2,"18:15","16/06/2022",1,45,3,999,,7.74793
173,148,3,3,1,1,1,1,"18:15","16/06/2022",1,65,1,999,,7.74793
174,149,3,3,1,1,1,1,"14:39","23/06/2022",1,51,1,999,,11.7204483568075
175,150,3,3,1,1,8,3,"16:21","24/06/2022",2,28,2,999,,13.050107253886
175,150,3,3,1,1,8,4,"16:21","24/06/2022",2,36,4,999,,13.050107253886
175,150,3,3,1,1,8,1,"16:20","24/06/2022",1,36,1,999,,13.050107253886
175,150,3,3,1,1,8,2,"16:20","24/06/2022",1,30,3,999,,13.050107253886
176,151,3,4,1,1,1,2,"17:18","14/06/2022",1,50,5,999,,25.1660547945205
176,151,3,4,1,1,1,3,"17:19","14/06/2022",2,56,2,8,,25.1660547945205
176,151,3,4,1,1,1,1,"17:17","14/06/2022",1,63,1,999,,25.1660547945205
177,152,3,4,2,1,1,2,"16:21","13/06/2022",1,41,3,8,,113.6677875
177,152,3,4,2,1,1,1,"16:20","13/06/2022",1,48,1,999,,113.6677875
177,152,3,4,2,1,1,5,"16:24","13/06/2022",1,36,11,999,,113.6677875
177,152,3,4,2,1,1,4,"16:22","13/06/2022",2,42,2,999,,113.6677875
177,152,3,4,2,1,1,3,"16:22","13/06/2022",1,42,3,999,,113.6677875
178,153,3,4,1,1,1,1,"09:44","16/06/2022",1,32,1,999,,19.7935021276596
178,153,3,4,1,1,1,3,"09:47","16/06/2022",1,44,5,7,,19.7935021276596
178,153,3,4,1,1,1,5,"09:50","16/06/2022",1,33,9,999,,19.7935021276596
178,153,3,4,1,1,1,2,"09:45","16/06/2022",1,39,3,999,,19.7935021276596
178,153,3,4,1,1,1,4,"09:49","16/06/2022",1,30,11,999,,19.7935021276596
179,154,3,4,2,1,1,6,"10:05","13/06/2022",1,42,8,4,,91.1654625
179,154,3,4,2,1,1,2,"10:00","13/06/2022",1,41,3,999,,91.1654625
179,154,3,4,2,1,1,5,"10:04","13/06/2022",1,46,11,999,,91.1654625
179,154,3,4,2,1,1,4,"10:03","13/06/2022",1,35,4,999,,91.1654625
179,154,3,4,2,1,1,1,"09:59","13/06/2022",1,42,1,999,,91.1654625
179,154,3,4,2,1,1,3,"10:02","13/06/2022",1,48,9,999,,91.1654625
180,155,3,4,1,1,1,3,"11:07","14/06/2022",2,48,4,999,,24.0643146067416
180,155,3,4,1,1,1,1,"11:03","14/06/2022",2,57,1,999,,24.0643146067416
180,155,3,4,1,1,1,2,"11:04","14/06/2022",1,38,3,999,,24.0643146067416
181,156,3,4,2,1,1,2,"10:19","15/06/2022",1,28,4,999,,175.267767857143
181,156,3,4,2,1,1,3,"10:20","15/06/2022",2,39,2,999,,175.267767857143
181,156,3,4,2,1,1,4,"10:29","15/06/2022",1,34,5,999,,175.267767857143
181,156,3,4,2,1,1,1,"10:18","15/06/2022",1,38,1,999,,175.267767857143
181,156,3,4,2,1,1,5,"10:30","15/06/2022",1,43,3,6,,175.267767857143
182,157,3,5,2,1,4,3,"12:57","14/06/2022",2,45,2,999,,166.146574074074
182,157,3,5,2,1,4,2,"12:56","14/06/2022",1,40,7,999,,166.146574074074
182,157,3,5,2,1,4,1,"12:54","14/06/2022",1,66,1,999,,166.146574074074
182,157,3,5,2,1,4,4,"12:58","14/06/2022",2,45,11,999,,166.146574074074
183,158,3,5,2,1,6,1,"11:02","15/06/2022",1,45,1,999,,142.1882875
183,158,3,5,2,1,6,5,"11:05","15/06/2022",2,45,6,999,,142.1882875
183,158,3,5,2,1,6,3,"11:03","15/06/2022",2,38,4,999,,142.1882875
183,158,3,5,2,1,6,2,"11:03","15/06/2022",1,40,3,999,,142.1882875
183,158,3,5,2,1,6,4,"11:04","15/06/2022",2,40,11,999,,142.1882875
184,159,3,5,2,1,1,2,"10:57","13/06/2022",2,37,4,999,,132.641397129187
184,159,3,5,2,1,1,1,"10:57","13/06/2022",2,48,1,999,,132.641397129187
184,159,3,5,2,1,1,3,"10:58","13/06/2022",1,38,3,999,,132.641397129187
184,159,3,5,2,1,1,4,"11:00","13/06/2022",2,35,5,999,,132.641397129187
185,160,3,5,1,1,9,1,"11:19","16/06/2022",1,45,1,999,,6.94327538461538
185,160,3,5,1,1,9,4,"11:21","16/06/2022",2,40,2,999,,6.94327538461538
185,160,3,5,1,1,9,3,"11:20","16/06/2022",2,55,4,999,,6.94327538461538
185,160,3,5,1,1,9,2,"11:20","16/06/2022",1,58,3,999,,6.94327538461538
186,161,3,5,2,1,10,2,"10:59","17/06/2022",1,35,3,999,,71.7433459770115
186,161,3,5,2,1,10,3,"11:00","17/06/2022",2,50,2,999,,71.7433459770115
186,161,3,5,2,1,10,1,"10:58","17/06/2022",1,41,1,999,,71.7433459770115
186,161,3,5,2,1,10,4,"11:01","17/06/2022",1,32,11,999,,71.7433459770115
187,162,3,6,1,1,1,3,"14:24","13/06/2022",2,58,2,999,,18.0034357798165
187,162,3,6,1,1,1,2,"14:24","13/06/2022",1,41,3,999,,18.0034357798165
187,162,3,6,1,1,1,1,"14:23","13/06/2022",1,50,1,999,,18.0034357798165
187,162,3,6,1,1,1,4,"14:25","13/06/2022",1,28,7,999,,18.0034357798165
188,163,3,6,2,1,1,2,"13:54","14/06/2022",1,56,2,555,20,130.290494845361
188,163,3,6,2,1,1,1,"13:53","14/06/2022",1,45,3,7,,130.290494845361
188,163,3,6,2,1,1,3,"13:55","14/06/2022",1,62,1,999,,130.290494845361
189,164,3,6,1,1,1,1,"09:36","17/06/2022",1,46,1,9,,16.2242746478873
189,164,3,6,1,1,1,2,"09:37","17/06/2022",1,55,3,999,,16.2242746478873
190,165,3,6,2,1,1,2,"13:44","17/06/2022",1,48,4,555,9,118.891666666667
190,165,3,6,2,1,1,3,"13:44","17/06/2022",2,46,11,999,,118.891666666667
190,165,3,6,2,1,1,1,"13:43","17/06/2022",1,56,3,999,,118.891666666667
191,166,3,6,1,1,1,1,"10:24","18/06/2022",1,35,2,8,,14.223983490566
191,166,3,6,1,1,1,2,"10:25","18/06/2022",2,40,1,9,,14.223983490566
192,167,3,6,1,1,1,3,"11:53","15/06/2022",2,45,11,999,,27.7581730263158
192,167,3,6,1,1,1,2,"11:52","15/06/2022",1,41,3,8,,27.7581730263158
192,167,3,6,1,1,1,1,"11:51","15/06/2022",1,38,1,999,,27.7581730263158
193,168,3,6,2,1,1,3,"12:33","16/06/2022",1,35,3,999,,233.912705882353
193,168,3,6,2,1,1,1,"12:31","16/06/2022",1,36,1,999,,233.912705882353
193,168,3,6,2,1,1,2,"12:32","16/06/2022",2,51,11,999,,233.912705882353
194,169,3,6,2,1,1,2,"15:19","15/06/2022",1,53,11,999,,159.81208
194,169,3,6,2,1,1,4,"15:21","15/06/2022",1,63,555,999,18,159.81208
194,169,3,6,2,1,1,1,"15:18","15/06/2022",1,45,1,555,13,159.81208
194,169,3,6,2,1,1,3,"15:20","15/06/2022",1,46,555,4,17,159.81208
194,169,3,6,2,1,1,5,"15:21","15/06/2022",1,39,2,999,,159.81208
195,170,3,7,2,1,1,1,"18:24","22/06/2022",1,42,1,999,,79.1392834437086
195,170,3,7,2,1,1,2,"18:24","22/06/2022",1,39,3,999,,79.1392834437086
195,170,3,7,2,1,1,3,"18:25","22/06/2022",2,30,2,9,,79.1392834437086
196,171,3,7,2,1,1,4,"11:15","21/06/2022",2,34,4,999,,266.5758
196,171,3,7,2,1,1,2,"11:14","21/06/2022",1,55,555,999,16,266.5758
196,171,3,7,2,1,1,3,"11:14","21/06/2022",2,50,2,999,,266.5758
196,171,3,7,2,1,1,1,"11:13","21/06/2022",1,49,1,999,,266.5758
197,172,3,7,2,1,1,2,"11:03","22/06/2022",2,32,2,999,,159.770092307692
197,172,3,7,2,1,1,3,"11:04","22/06/2022",1,36,11,10,,159.770092307692
197,172,3,7,2,1,1,1,"11:03","22/06/2022",1,41,1,999,,159.770092307692
198,173,3,7,2,1,1,3,"11:07","20/06/2022",1,52,555,999,12,134.400469090909
198,173,3,7,2,1,1,1,"11:05","20/06/2022",1,50,1,555,7,134.400469090909
198,173,3,7,2,1,1,4,"11:08","20/06/2022",2,49,2,999,,134.400469090909
198,173,3,7,2,1,1,2,"11:06","20/06/2022",1,46,11,555,8,134.400469090909
