"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","M01_01","M01_02","M01_03","M01_04","M01_05","M01_06","M01_07","M01_08","M01_09","M01_10","M01_11","M01_12","M01_OTHER","M02_01","M02_02","M02_03","M02_04","M02_OTHER","M03","M04","M04_OTHER","N01","N02","N11_01","N11_02","N11_03","N11_04","N11_05","N11_06","N11_07","N11_08","N11_09","N11_10","N11_11","N11_13","N11_14","N11_15","N11_16","N11_17","N11_18","N11_20","N11_21","N11_22","N11_23","N11_24","N11_26","N11_27","N11_28","N11_29","N11_30","N11_31","N11_32","N11_33","N11_34","N11_35","N11_37","hhid","camp","ref_weight"
2,22,67,2,15,3,32.74964,1,,1,,,,,,,,,," ",1,,,,,2,1," ","01",3," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226701502,,
2,22,67,2,16,3,32.74964,1,,1,,,,,,,,,," ",1,,,,,2,2," ","01",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226701602,,
2,22,67,2,17,3,32.74964,1,,,,,,,,,,,," ",1,,,,,2,1," ","01",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226701702,,
2,22,67,2,18,3,32.74964,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226701802,,
2,22,68,2,1,1,311.598,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226800102,,
2,22,68,2,2,1,311.598,,,1,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," ","0102","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",226800202,,
2,22,68,2,3,1,1533.26,1,,,,,,,,,,,," ",1,,,,,1,2," ","02",1,"0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226800302,,
2,22,68,2,4,1,1533.26,1,,1,1,,,,,,,,," ",1,,,,,2,2," ","02",1," "," ","01"," ","01","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226800402,,
2,22,68,2,5,1,1533.26,1,,,,,,,,,,,," ",1,,,,,2,2," ","01",2," "," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226800502,,
2,22,68,2,6,1,311.598,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226800602,,
2,22,68,2,7,1,1533.26,1,,1,,,,,,,,,," ",1,,,,,1,2," ","01",1," "," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226800702,,
2,22,68,2,8,1,311.598,,,1,,,,1,,,,,," ",1,,,,,3,1," ","02",1," "," "," "," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226800802,,
2,22,68,2,9,1,1533.26,,,1,,,,,,,,1,," ",1,,,,,4,2," ","01",1," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226800902,,
2,22,68,2,10,1,1533.26,1,,1,,,,,,,,,," ",1,,,,,3,2," ","01",1," "," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226801002,,
2,22,68,2,11,1,1533.26,1,,1,,,,,,,,1,," ",1,,,,,2,2," ","01",1," "," "," ","02","02","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226801102,,
2,22,68,2,12,1,1533.26,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226801202,,
2,22,68,2,13,1,1533.26,1,,,,,,,,,,,," ",1,,,,,1,2," ","01",1,"01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226801302,,
2,22,68,2,14,1,1533.26,1,,1,,,,,,,1,1,," ",1,,,,,1,2," ","02",1," "," ","0102"," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226801402,,
2,22,68,2,15,1,1533.26,1,,1,,,,,,,,1,," ",1,,,,,2,2," ","02",1," "," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226801502,,
2,22,68,2,16,1,1533.26,1,,,,,,,,,,,," ",1,,,,,1,2," ","02",1,"02"," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226801602,,
2,22,68,2,17,1,1533.26,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," "," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226801702,,
2,22,68,2,18,1,1533.26,1,,,,,,,,,,,," ",1,,,,,2,1," ","01",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226801802,,
2,22,69,2,1,3,123.808337946429,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226900102,,
2,22,69,2,2,3,123.808337946429,,1,1,,,,,,,,,," ",1,,1,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226900202,,
2,22,69,2,3,3,123.808337946429,,1,1,,,,,,,,,," ",1,,,,,,2," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226900302,,
2,22,69,2,4,3,123.808337946429,,1,1,,,,,,,,,," ",1,,,,,4,1," ","01",1," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","0102"," "," "," "," "," "," "," ",226900402,,
2,22,69,2,5,3,123.808337946429,,,1,,,,,,,,1,," ",1,,,,,2,3," ","02",1," "," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",226900502,,
2,22,69,2,6,3,123.808337946429,,1,1,1,,,,,,,,," ",1,,,,,,2," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226900602,,
2,22,69,2,7,3,36.73254,1,,1,,,,,,,,,," ",1,,,,,2,2," ","01",2," "," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226900702,,
2,22,69,2,8,3,123.808337946429,,1,,,,,,,,,,," ",1,,,,,,1," ","04",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0304"," "," "," "," "," "," "," ",226900802,,
2,22,69,2,9,3,36.73254,1,,,,,,1,,,,,," ",1,,,,,1,3," ","01",1," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226900902,,
2,22,69,2,10,3,36.73254,1,,1,,,1,,,,,,," ",1,,,,,2,2," ","03",1," "," ","0102"," ","03"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","0102"," "," "," "," "," "," "," ",226901002,,
2,22,69,2,11,3,123.808337946429,,1,1,,,,,,,,,," ",1,,1,,,,2," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226901102,,
2,22,69,2,12,3,36.73254,1,,1,1,,,,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226901202,,
2,22,69,2,13,3,36.73254,1,,,,,,,,,,,," ",1,,,,,1,2," ","01",2,"01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226901302,,
2,22,69,2,14,3,36.73254,1,,1,1,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",226901402,,
2,22,69,2,15,3,36.73254,,,1,,,,,,,,1,," ",1,,,,,1,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",226901502,,
2,22,69,2,16,3,36.73254,1,,1,,,,,,,,1,," ",1,,,,,1,2," ","03",1,"0102"," "," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0204"," "," "," "," "," "," "," ",226901602,,
2,22,69,2,17,3,36.73254,1,,1,,,,,,,,,," ",1,,,,,3,2," ","01",1," "," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226901702,,
2,22,69,2,18,3,36.73254,1,,,,,,,,,,,," ",1,,,,,2,2," ","02",1," "," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",226901802,,
2,22,70,2,1,3,80.0988717419355,,,1,,,,,,,,,," ",1,,1,,,3,4," ","02",1," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227000102,,
2,22,70,2,2,3,80.0988717419355,,,1,,,,,,,,1,," ",1,,,,,,2," ","01",1," "," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227000202,,
2,22,70,2,3,3,80.0988717419355,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227000302,,
2,22,70,2,4,3,80.0988717419355,,,1,,,,,,,,1,," ",1,,,,,,2," ","01",1," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227000402,,
2,22,70,2,5,3,80.0988717419355,1,,1,,,,,,,,1,," ",1,,,,,1,2," ","01",1," "," "," ","0102"," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227000502,,
2,22,70,2,6,3,80.0988717419355,,,1,,,,,,,,1,," ",1,,,,,2,2," ","01",1," "," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",227000602,,
2,22,70,2,7,3,80.0988717419355,,1,1,,,,,,,,,," ",1,,1,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227000702,,
2,22,70,2,8,3,80.0988717419355,,1,1,,,,,,,,,," ",1,,,,,,2," ","01",1," "," "," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227000802,,
2,22,70,2,9,3,46.32584,1,,1,,,,,,,,,," ",1,,,,,1,1," ","01",2," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227000902,,
2,22,70,2,10,3,46.32584,,,1,1,,,,,,,,," ",,,1,,,1,2," ","02",1," "," ","0102"," ","0102","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227001002,,
2,22,70,2,11,3,80.0988717419355,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227001102,,
2,22,70,2,12,3,46.32584,1,,1,,,,,,,1,,," ",1,,,,,1,1," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227001202,,
2,22,70,2,13,3,80.0988717419355,,,,,,,1,,,,,," ",1,,,,,,2," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227001302,,
2,22,70,2,14,3,46.32584,1,,,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," "," ","0102","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227001402,,
2,22,70,2,15,3,46.32584,1,,1,1,,,,,,,,," ",1,,,,,2,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02","0102"," "," "," "," "," "," "," ",227001502,,
2,22,70,2,16,3,46.32584,,,1,1,,,,,,,,," ",,,1,,,1,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227001602,,
2,22,70,2,17,3,46.32584,1,,1,,,,1,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227001702,,
2,22,70,2,18,3,46.32584,1,,1,1,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227001802,,
2,22,71,2,1,1,1344.70940821918,,,1,,,,,,,,,," ",1,,,,,,2," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227100102,,
2,22,71,2,2,1,1344.70940821918,,,1,,,,,,,,,," ",1,,1,,,,1," ","01",1," "," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227100202,,
2,22,71,2,3,1,1344.70940821918,,1,1,,,,,,,,,," ",,,1,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227100302,,
2,22,71,2,4,1,1344.70940821918,,1,1,,,,,,,,,," ",1,,1,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227100402,,
2,22,71,2,5,1,1344.70940821918,1,,1,1,,,,,,,,," ",1,,1,,,3,1," ","02",1," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227100502,,
2,22,71,2,6,1,1344.70940821918,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227100602,,
2,22,71,2,7,1,1344.70940821918,,1,,,,,,,,1,1,," ",1,,,,,,1," ","02",1," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227100702,,
2,22,71,2,8,1,900.5852,1,,,,,,,,,,,," ",1,,,,,1,2," ","01",1,"01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227100802,,
2,22,71,2,9,1,1344.70940821918,1,,,,,,,,,,,," ",1,,,,,1,2," ","01",1," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227100902,,
2,22,71,2,10,1,900.5852,1,,1,,,1,,,,,,," ",1,,,,,1,2," ","01",1,"0102"," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102"," "," "," "," "," "," "," ",227101002,,
2,22,71,2,11,1,900.5852,1,,,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227101102,,
2,22,71,2,12,1,900.5852,,,1,,,,,,,,,," ",,,1,,,1,2," ","01",1," "," ","01"," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227101202,,
2,22,71,2,13,1,900.5852,1,,1,1,,,,,,,,," ",1,,,,,1,2," ","01",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227101302,,
2,22,71,2,14,1,900.5852,1,,1,1,,,,,,,,," ",1,,,,,3,1," ","01",2," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227101402,,
2,22,71,2,15,1,900.5852,1,,,,,1,1,,,1,,," ",1,,,,,2,2," ","02",3," "," ","0102"," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," ","0102"," "," "," "," "," ",227101502,,
2,22,71,2,16,1,900.5852,1,,,,,,,,,,,," ",1,,,,,1,2," ","02",3," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227101602,,
2,22,71,2,17,1,1344.70940821918,,1,,,,,,,,,,," ",1,,,,,,2," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227101702,,
2,22,71,2,18,1,900.5852,,,1,,,,,,,,1,," ",1,,,,,1,2," ","02",2," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227101802,,
2,22,72,2,1,2,,,1,1,,,,,,,,1,," ",1,,,,,,2," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227200102,4,18.0079364776611
2,22,72,2,2,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","01"," "," "," "," "," "," "," ",227200202,4,18.0079364776611
2,22,72,2,3,2,,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227200302,4,18.0079364776611
2,22,72,2,4,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02","02"," "," "," "," "," "," "," ",227200402,4,18.0079364776611
2,22,72,2,5,2,,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227200502,4,18.0079364776611
2,22,72,2,6,2,,,1,1,,,1,,,,,,," ",,,1,,,,1," ","02",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",227200602,4,18.0079364776611
2,22,72,2,7,2,,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227200702,4,18.0079364776611
2,22,72,2,8,2,,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",2," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227200802,4,18.0079364776611
2,22,72,2,9,2,,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227200902,4,18.0079364776611
2,22,72,2,10,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227201002,4,18.0079364776611
2,22,72,2,11,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02","02"," "," "," "," "," "," "," ",227201102,4,18.0079364776611
2,22,72,2,12,2,,,,1,,,,,,,,,," ",1,,,,,,2," ","01",1," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227201202,4,18.0079364776611
2,22,72,2,13,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227201302,4,18.0079364776611
2,22,72,2,14,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227201402,4,18.0079364776611
2,22,72,2,15,2,,,1,,,,,,,,,,," ",1,,,,,,1," ","05",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102"," "," "," "," "," "," ",227201502,4,18.0079364776611
2,22,72,2,16,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227201602,4,18.0079364776611
2,22,72,2,17,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227201702,4,18.0079364776611
2,22,72,2,18,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227201802,4,18.0079364776611
2,22,73,2,1,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227300102,4,18.0079364776611
2,22,73,2,2,2,,,1,1,,,,,,,,,," ",1,,1,,,2,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227300202,4,18.0079364776611
2,22,73,2,3,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227300302,4,18.0079364776611
2,22,73,2,4,2,,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","01"," "," "," "," "," "," "," ",227300402,4,18.0079364776611
2,22,73,2,5,2,,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227300502,4,18.0079364776611
2,22,73,2,6,2,,,1,,,,,,,,1,,," ",1,,,,,2,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227300602,4,18.0079364776611
2,22,73,2,7,2,,,1,1,,,,,,,,,," ",1,,1,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",227300702,4,18.0079364776611
2,22,73,2,8,2,,,1,,,,,,,,1,,," ",1,,,,,,1," ","01",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227300802,4,18.0079364776611
2,22,73,2,9,2,,,1,1,,,,,,,,,," ",1,,1,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," ",227300902,4,18.0079364776611
2,22,73,2,10,2,,,,1,,,,,,,,,," ",1,,,,,2,3," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227301002,4,18.0079364776611
2,22,73,2,11,2,,,,,,,,,,,,1,," ",1,,,,,3,4," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","05"," "," "," "," "," "," "," ",227301102,4,18.0079364776611
2,22,73,2,12,2,,,1,,,,,,,,,1,," ",1,,,,,,2," ","01",2," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227301202,4,18.0079364776611
2,22,73,2,13,2,,,1,,,,,,,,,,," ",1,,,,,,2," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",227301302,4,18.0079364776611
2,22,73,2,14,2,,,1,1,,,,,,,,,," ",,,1,,,,2," ","01",3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227301402,4,18.0079364776611
2,22,73,2,15,2,,,1,1,,,,,,,,1,," ",1,,,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",227301502,4,18.0079364776611
