"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","D1","D_TIER","D_PRICE","D2","D3","D4","D5","D6","D7","D07_OTHER","E00A","E01A","E01B","E01C","E02A","E02B","E02C","E03A","E03B","E03C","E04A","E04B","E04C","E05A","E05B","E05C","E06A","E06B","E06C","E07A","E07B","E07C","E08A","E08B","E09A","E09B","E09C","E10A","E10B","E10C","E11A","E11B","E13A","E13B","E14A","E14B","E15A","E15B","E16A","E16B","E17A","E17B","E18A","E18B","E20A","E20B","E21A","E21B","E22A","E22B","E23A","E23B","E24A","E24B","E26A","E26B","E27A","E27B","E28A","E28B","E29A","E29B","E30A","E30B","E30C","E31A","E31B","E31C","E32A","E32B","E32C","E33A","E33B","E34A","E34B","E35A","E35B","E37A","E37B","E38","E38_OTHER","F01","F10","F10_OTHER","hhid","camp","ref_weight"
5,53,253,2,2,3,16.8411008888889,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,1,1,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",2,,555300205,,
5,53,253,2,3,3,16.8411008888889,111,1,82500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,555300305,,
5,53,253,2,4,3,16.8411008888889,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555300405,,
5,53,253,2,5,3,16.8411008888889,111,1,82500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555300505,,
5,53,253,2,6,3,16.8411008888889,111,1,15000,"01",1,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",555,15,555300605,,
5,53,253,2,7,3,16.8411008888889,4,1,15000,"01",0,1,,,,,1,0,,,0,,,0,,,0,,,0,,,1,1,5,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555300705,,
5,53,253,2,8,3,16.8411008888889,,,," ",,,,,,,0,0,,,0,,,0,,,3,1,3,0,,,1,0,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",2,,555300805,,
5,53,253,2,9,3,16.8411008888889,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555300905,,
5,53,253,2,10,3,54.13211,,,," ",,,,,,,0,0,,,0,,,1,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555301005,,
5,53,253,2,11,3,54.13211,,,," ",,,,,,,0,0,,,0,,,1,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555301105,,
5,53,253,2,12,3,16.8411008888889,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",555,15,555301205,,
5,53,253,2,13,3,54.13211,,,," ",,,,,,,0,3,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555301305,,
5,53,253,2,14,3,16.8411008888889,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,1,1,3,1,1,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555301405,,
5,53,253,2,15,3,16.8411008888889,111,1,45000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555301505,,
5,53,253,2,16,3,16.8411008888889,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",2,,555301605,,
5,53,253,2,17,3,16.8411008888889,111,1,15000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555301705,,
5,53,253,2,18,3,16.8411008888889,111,2,282500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",111,,555301805,,
5,53,254,2,1,3,17.5170951871658,,,," ",,,,,,,0,3,1,4,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",2,,555400105,,
5,53,254,2,2,3,17.5170951871658,111,1,82500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555400205,,
5,53,254,2,3,3,927.084,,,," ",,,,,,,0,0,,,0,,,6,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,555400305,,
5,53,254,2,4,3,17.5170951871658,,,," ",,,,,,,0,3,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",2,,555400405,,
5,53,254,2,5,3,17.5170951871658,111,2,282500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",111,,555400505,,
5,53,254,2,6,3,17.5170951871658,111,1,15000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"02",111,,555400605,,
5,53,254,2,7,3,17.5170951871658,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",2,,555400705,,
5,53,254,2,8,3,17.5170951871658,111,2,245000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555400805,,
5,53,254,2,9,3,17.5170951871658,,,," ",,,,,,,0,0,,,0,,,0,,,3,1,4,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",2,,555400905,,
5,53,254,2,10,3,17.5170951871658,111,1,45000,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",111,,555401005,,
5,53,254,2,11,3,17.5170951871658,111,1,15000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,1,0,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",5,,555401105,,
5,53,254,2,12,3,17.5170951871658,111,2,215000,"01",0,0,0,0,555,9,0,0,,,0,,,0,,,0,,,0,,,1,1,5,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555401205,,
5,53,254,2,13,3,17.5170951871658,111,1,82500,"03",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"03",111,,555401305,,
5,53,254,2,14,3,17.5170951871658,111,1,45000,"01",0,0,0,0,555,3,0,0,,,0,,,0,,,0,,,1,1,4,1,0,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",555,13,555401405,,
5,53,254,2,15,3,17.5170951871658,111,1,82500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",555,15,555401505,,
5,53,254,2,16,3,17.5170951871658,111,2,215000,"03",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"03",111,,555401605,,
5,53,254,2,17,3,17.5170951871658,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",111,,555401705,,
5,53,254,2,18,3,17.5170951871658,,,," ",,,,,,,0,0,,,0,,,0,,,3,1,12,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",2,,555401805,,
5,53,255,2,1,3,108.8744,,,," ",,,,,,,1,1,1,2,0,,,7,1,12,0,,,0,,,0,,,1,1,3,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"03",1,,555500105,,
5,53,255,2,2,3,108.8744,,,," ",,,,,,,0,0,,,0,,,6,1,3,0,,,0,,,0,,,1,1,0,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,1,1,3,0,,0,,0,,0,,4,,"02",1,,555500205,,
5,53,255,2,3,3,108.8744,,,," ",,,,,,,0,0,,,0,,,6,1,0,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,2,1,1,2,0,,,0,,0,,0,,0,,3,,"02",1,,555500305,,
5,53,255,2,4,3,108.8744,,,," ",,,,,,,0,0,,,0,,,5,1,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555500405,,
5,53,255,2,5,3,108.8744,,,," ",,,,,,,0,0,,,0,,,6,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,1,"02",1,,555500505,,
5,53,255,2,6,3,108.8744,,,," ",,,,,,,0,0,,,0,,,11,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",1,,555500605,,
5,53,255,2,7,3,44.9545909677419,4,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",2,,555500705,,
5,53,255,2,8,3,108.8744,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",1,,555500805,,
5,53,255,2,9,3,108.8744,,,," ",,,,,,,0,0,,,0,,,3,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555500905,,
5,53,255,2,10,3,44.9545909677419,4,1,82500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",2,,555501005,,
5,53,255,2,11,3,44.9545909677419,111,1,45000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",111,,555501105,,
5,53,255,2,12,3,44.9545909677419,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,555501205,,
5,53,255,2,13,3,44.9545909677419,111,1,82500,"02",0,0,0,1,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,0,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",111,,555501305,,
5,53,255,2,14,3,44.9545909677419,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",555,15,555501405,,
5,53,255,2,15,3,44.9545909677419,111,2,245000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,555501505,,
5,53,255,2,16,3,44.9545909677419,111,2,245000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555501605,,
5,53,255,2,17,3,44.9545909677419,111,1,82500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555501705,,
5,53,255,2,18,3,44.9545909677419,4,1,45000,"02",0,0,0,1,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",2,,555501805,,
5,53,256,2,1,3,29.970521875,111,1,82500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",555,10,555600105,,
5,53,256,2,2,3,137.0081,,,," ",,,,,,,0,0,,,0,,,6,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,0,,,1,1,1,0,,0,,0,,0,,2,,"02",1,,555600205,,
5,53,256,2,3,3,137.0081,,,," ",,,,,,,0,0,,,0,,,9,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555600305,,
5,53,256,2,4,3,29.970521875,111,1,82500,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555600405,,
5,53,256,2,5,3,29.970521875,111,1,82500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",111,,555600505,,
5,53,256,2,6,3,137.0081,,,," ",,,,,,,0,0,,,0,,,5,1,4,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555600605,,
5,53,256,2,7,3,137.0081,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,0,,,1,1,5,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555600705,,
5,53,256,2,8,3,137.0081,,,," ",,,,,,,0,0,,,0,,,2,1,2,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555600805,,
5,53,256,2,9,3,29.970521875,111,2,215000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",111,,555600905,,
5,53,256,2,10,3,29.970521875,111,2,282500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,555601005,,
5,53,256,2,11,3,137.0081,,,," ",,,,,,,1,0,,,0,,,3,1,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,3,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",1,,555601105,,
5,53,256,2,12,3,29.970521875,,,," ",,,,,,,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,1,,"01",2,,555601205,,
5,53,256,2,13,3,137.0081,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,555601305,,
5,53,256,2,14,3,137.0081,,,," ",,,,,,,0,0,,,0,,,0,,,5,1,4,0,,,0,,,1,1,5,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555601405,,
5,53,256,2,15,3,137.0081,,,," ",,,,,,,1,0,,,0,,,8,1,4,0,,,1,1,0,1,1,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,1,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555601505,,
5,53,256,2,16,3,29.970521875,111,1,45000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,555601605,,
5,53,256,2,17,3,137.0081,,,," ",,,,,,,1,0,,,0,,,7,1,12,0,,,0,,,0,,,1,0,12,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,3,1,0,,,0,,,1,1,3,0,,0,,0,,0,,2,,"01",1,,555601705,,
5,53,256,2,18,3,29.970521875,,,," ",,,,,,,0,0,,,0,,,3,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",2,,555601805,,
5,53,257,2,1,3,113.698288,,,," ",,,,,,,0,0,,,0,,,3,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",2,,555700105,,
5,53,257,2,2,3,45.22091,,,," ",,,,,,,0,0,,,0,,,6,1,6,0,,,0,,,0,,,1,1,6,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,2,1,0,,,1,1,5,0,,,0,,0,,0,,0,,2,,"02",1,,555700205,,
5,53,257,2,3,3,113.698288,111,2,215000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",111,,555700305,,
5,53,257,2,4,3,45.22091,,,," ",,,,,,,1,0,,,0,,,0,,,40,1,4,0,,,0,,,0,,,0,,0,,,1,1,24,0,,1,1,0,,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,1,1,1,1,2,1,1,1,0,,,0,,,1,1,4,0,,1,1,1,1,1,1,4,,"03",111,,555700405,,
5,53,257,2,5,3,113.698288,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",2,,555700505,,
5,53,257,2,6,3,45.22091,,,," ",,,,,,,0,0,,,0,,,2,1,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,555700605,,
5,53,257,2,7,3,113.698288,111,2,245000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",111,,555700705,,
5,53,257,2,8,3,45.22091,,,," ",,,,,,,1,0,,,1,1,12,7,1,12,0,,,0,,,0,,,1,1,3,1,1,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,1,1,2,0,,,0,,0,,0,,0,,2,,"01",1,,555700805,,
5,53,257,2,9,3,113.698288,4,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,9,"01",2,,555700905,,
5,53,257,2,10,3,45.22091,,,," ",,,,,,,0,0,,,0,,,10,1,12,0,,,0,,,0,,,1,1,6,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,1,1,5,0,,,0,,0,,0,,0,,2,,"01",1,,555701005,,
