"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","A01","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A13_OTHER","A14","A15","A15_OTHER","A16","A17","A18","A19","A19_OTHER","A20","A22","A22B","A22B_OTHER","hhid","camp","ref_weight"
5,55,292,2,18,3,24.87571,2,2,2,37,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579201805,,
5,55,292,2,18,3,24.87571,6,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,579201805,,
5,55,292,2,18,3,24.87571,5,1,3,7,1,1,2,0,,,,," ",,," ",,,,,,6,,,,579201805,,
5,55,292,2,19,3,24.87571,5,2,3,15,1,1,2,1,7,2,1,4," ",2007,4," ",,,"DRC",,,2,,,,579201905,,
5,55,292,2,19,3,24.87571,4,1,3,17,1,1,2,1,7,2,1,4," ",2007,4," ",,,"DRC",,,2,,,,579201905,,
5,55,292,2,19,3,24.87571,3,1,3,21,1,1,2,1,7,2,1,4," ",2007,4," ",,,"DRC",,,2,,,,579201905,,
5,55,292,2,19,3,24.87571,1,1,1,49,1,1,2,1,1,1,1,," ",,," ",1,,,,,3,2,,,579201905,,
5,55,292,2,19,3,24.87571,2,2,2,41,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579201905,,
5,55,292,2,19,3,24.87571,7,2,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579201905,,
5,55,292,2,19,3,24.87571,6,2,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,579201905,,
5,55,292,2,20,3,24.87571,1,2,1,48,1,1,2,1,8,1,1,," ",,," ",1,,,,,1,1,2,,579202005,,
5,55,292,2,20,3,24.87571,2,2,3,18,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579202005,,
5,55,292,2,20,3,24.87571,3,1,3,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579202005,,
5,55,293,2,1,3,6.88020618556701,1,1,1,55,1,1,1,1,1,1,1,," ",,," ",1,,,,,1,1,1,,579300105,,
5,55,293,2,1,3,6.88020618556701,2,2,2,40,1,1,1,1,1,1,1,," ",,," ",1,,,,,1,,,,579300105,,
5,55,293,2,1,3,6.88020618556701,5,2,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,4,,,,579300105,,
5,55,293,2,1,3,6.88020618556701,4,1,3,14,1,1,1,1,7,1,1,," ",,," ",1,,,,,4,,,,579300105,,
5,55,293,2,1,3,6.88020618556701,3,1,3,17,1,1,1,1,7,1,1,," ",,," ",1,,,,,4,,,,579300105,,
5,55,293,2,1,3,6.88020618556701,6,1,3,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579300105,,
5,55,293,2,2,3,6.88020618556701,1,1,1,92,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,579300205,,
5,55,293,2,4,3,44.492,4,1,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,579300405,,
5,55,293,2,4,3,44.492,1,1,1,79,1,0,,1,8,1,1,," ",,," ",1,,,,,6,2,,,579300405,,
5,55,293,2,4,3,44.492,2,2,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579300405,,
5,55,293,2,4,3,44.492,3,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579300405,,
5,55,293,2,5,3,44.492,7,2,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,579300505,,
5,55,293,2,5,3,44.492,4,2,3,18,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579300505,,
5,55,293,2,5,3,44.492,1,1,1,46,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,2,,,579300505,,
5,55,293,2,5,3,44.492,6,1,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579300505,,
5,55,293,2,5,3,44.492,5,2,3,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579300505,,
5,55,293,2,5,3,44.492,2,2,2,50,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579300505,,
5,55,293,2,5,3,44.492,8,1,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579300505,,
5,55,293,2,5,3,44.492,3,2,3,27,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579300505,,
5,55,293,2,6,3,44.492,2,1,4,12,1,1,1,1,7,1,1,," ",,," ",2,2018,"Rwamagana",4,,6,,,,579300605,,
5,55,293,2,6,3,44.492,1,2,1,76,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,579300605,,
5,55,293,2,7,3,44.492,1,1,1,51,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,1,,579300705,,
5,55,293,2,7,3,44.492,5,1,3,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579300705,,
5,55,293,2,7,3,44.492,2,2,2,48,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,579300705,,
5,55,293,2,7,3,44.492,4,1,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579300705,,
5,55,293,2,7,3,44.492,6,1,4,5,1,0,,0,,,,," ",,," ",,,,,,,,,,579300705,,
5,55,293,2,7,3,44.492,3,2,3,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579300705,,
5,55,293,2,8,3,44.492,2,1,4,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579300805,,
5,55,293,2,8,3,44.492,1,2,1,71,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,579300805,,
5,55,293,2,8,3,44.492,3,2,4,11,1,1,2,0,,,,," ",,," ",,,,,,4,,,,579300805,,
5,55,293,2,9,3,44.492,2,2,4,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579300905,,
5,55,293,2,9,3,44.492,3,2,4,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579300905,,
5,55,293,2,9,3,44.492,1,2,1,73,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,579300905,,
5,55,293,2,10,3,6.88020618556701,1,2,1,69,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,579301005,,
5,55,293,2,10,3,6.88020618556701,3,1,4,4,0,,,,,,,," ",,," ",,,,,,,,,,579301005,,
5,55,293,2,10,3,6.88020618556701,2,2,3,40,1,0,,1,7,1,2,," ",,," ",1,,,,,3,,,,579301005,,
5,55,293,2,12,3,44.492,4,1,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,579301205,,
5,55,293,2,12,3,44.492,2,2,2,58,1,0,,1,2,1,1,," ",,," ",1,,,,,2,,,,579301205,,
5,55,293,2,12,3,44.492,1,1,1,62,1,0,,1,2,1,1,," ",,," ",1,,,,,6,2,,,579301205,,
5,55,293,2,12,3,44.492,3,1,3,22,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,579301205,,
5,55,293,2,13,3,44.492,3,2,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,579301305,,
5,55,293,2,13,3,44.492,4,1,3,17,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,579301305,,
5,55,293,2,13,3,44.492,7,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,579301305,,
5,55,293,2,13,3,44.492,2,2,2,38,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,579301305,,
5,55,293,2,13,3,44.492,6,2,3,8,1,1,2,0,,,,," ",,," ",,,,,,4,,,,579301305,,
5,55,293,2,13,3,44.492,1,1,1,40,1,0,,1,2,1,1,," ",,," ",1,,,,,6,2,,,579301305,,
5,55,293,2,13,3,44.492,5,1,3,14,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,579301305,,
5,55,293,2,14,3,44.492,1,1,1,61,1,1,2,1,2,1,1,," ",,," ",2,2016,"Karongi",1,,6,2,,,579301405,,
5,55,293,2,14,3,44.492,2,2,2,46,1,1,2,1,2,1,1,," ",,," ",2,2016,"Karongi",4,,1,,,,579301405,,
5,55,293,2,14,3,44.492,4,1,3,22,1,1,4,1,7,1,1,," ",,," ",2,2016,"Karongi",4,,6,,,,579301405,,
5,55,293,2,14,3,44.492,6,1,3,19,1,1,4,1,7,1,1,," ",,," ",2,2016,"karongi",4,,2,,,,579301405,,
5,55,293,2,14,3,44.492,3,1,3,23,1,1,5,1,7,1,1,," ",,," ",2,2016,"Karongi",4,,6,,,,579301405,,
5,55,293,2,14,3,44.492,5,2,3,20,1,1,4,1,7,1,1,," ",,," ",2,2016,"karongi",4,,4,,,,579301405,,
5,55,293,2,14,3,44.492,7,2,3,17,1,1,2,1,7,1,1,," ",,," ",2,2016,"karongi",4,,1,,,,579301405,,
5,55,293,2,14,3,44.492,8,2,3,15,1,1,2,1,7,1,1,," ",,," ",2,2016,"karongi",4,,2,,,,579301405,,
5,55,293,2,14,3,44.492,9,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,579301405,,
5,55,293,2,15,3,44.492,6,2,7,18,1,1,4,1,7,1,1,," ",,," ",2,2021,"Ngoma",2,,2,,,,579301505,,
5,55,293,2,15,3,44.492,7,1,14,20,1,1,4,1,7,1,1,," ",,," ",2,2015,"Ngoma",2,,6,,,,579301505,,
5,55,293,2,15,3,44.492,2,2,2,28,1,1,4,1,1,1,1,," ",,," ",2,2015,"Ngoma",3,,1,,,,579301505,,
5,55,293,2,15,3,44.492,1,1,1,32,1,1,4,1,1,1,1,," ",,," ",1,,,,,2,1,3,,579301505,,
5,55,293,2,15,3,44.492,3,2,3,9,1,1,2,0,,,,," ",,," ",,,,,,6,,,,579301505,,
5,55,293,2,15,3,44.492,5,2,3,0,0,,,,,,,," ",,," ",,,,,,,,,,579301505,,
5,55,293,2,15,3,44.492,4,2,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,579301505,,
5,55,293,2,16,3,44.492,3,2,3,23,1,1,2,1,7,1,1,," ",,," ",2,2016,"muhanga",555,5,2,,,,579301605,,
5,55,293,2,16,3,44.492,1,1,1,56,1,1,2,1,1,1,1,," ",,," ",2,2016,"muhanga",555,5,2,2,,,579301605,,
5,55,293,2,16,3,44.492,2,2,2,55,1,1,2,1,1,1,1,," ",,," ",2,2016,"muhanga",555,5,1,,,,579301605,,
5,55,293,2,16,3,44.492,4,1,3,16,1,1,4,1,7,1,1,," ",,," ",2,2016,"muhanga",555,5,6,,,,579301605,,
5,55,293,2,17,3,44.492,4,1,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579301705,,
5,55,293,2,17,3,44.492,6,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,579301705,,
5,55,293,2,17,3,44.492,1,2,1,37,1,0,,1,1,1,1,," ",,," ",1,,,,,1,2,,,579301705,,
5,55,293,2,17,3,44.492,3,1,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579301705,,
5,55,293,2,17,3,44.492,5,1,3,9,1,1,2,0,,,,," ",,," ",,,,,,6,,,,579301705,,
5,55,293,2,17,3,44.492,2,1,2,52,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,,,,579301705,,
5,55,293,2,18,3,44.492,1,1,1,51,1,1,2,1,2,1,1,," ",,," ",1,,,,,3,1,1,,579301805,,
5,55,293,2,18,3,44.492,4,2,3,7,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579301805,,
5,55,293,2,18,3,44.492,3,1,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579301805,,
5,55,293,2,18,3,44.492,2,2,2,38,1,1,1,1,2,1,1,," ",,," ",1,,,,,1,,,,579301805,,
5,55,293,2,19,3,44.492,2,1,4,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,579301905,,
5,55,293,2,19,3,44.492,1,2,1,79,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,579301905,,
5,55,293,2,20,3,44.492,2,2,2,69,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,579302005,,
5,55,293,2,20,3,44.492,4,2,4,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579302005,,
5,55,293,2,20,3,44.492,1,1,1,74,1,0,,1,1,1,1,," ",,," ",1,,,,,6,2,,,579302005,,
5,55,293,2,20,3,44.492,5,1,4,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579302005,,
5,55,293,2,20,3,44.492,3,2,3,29,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579302005,,
5,55,294,2,1,1,630.286,1,2,1,42,1,1,2,1,8,1,1,," ",,," ",1,,,,,1,2,,,579400105,,
5,55,294,2,1,1,630.286,7,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,579400105,,
5,55,294,2,1,1,630.286,8,1,3,1,0,,,,,,,," ",,," ",,,,,,,,,,579400105,,
5,55,294,2,1,1,630.286,2,2,3,20,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579400105,,
5,55,294,2,1,1,630.286,5,1,3,5,1,0,,0,,,,," ",,," ",,,,,,,,,,579400105,,
5,55,294,2,1,1,630.286,6,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,579400105,,
5,55,294,2,1,1,630.286,4,1,3,5,1,0,,0,,,,," ",,," ",,,,,,,,,,579400105,,
5,55,294,2,1,1,630.286,3,2,3,18,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579400105,,
5,55,294,2,2,1,630.286,1,1,1,40,1,0,,1,2,1,1,," ",,," ",1,,,,,6,1,2,,579400205,,
5,55,294,2,2,1,630.286,4,2,3,11,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579400205,,
5,55,294,2,2,1,630.286,3,1,3,14,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,579400205,,
5,55,294,2,2,1,630.286,2,2,2,37,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,579400205,,
5,55,294,2,2,1,630.286,5,1,3,2,0,,,,,,,," ",,," ",,,,,,,,,,579400205,,
5,55,294,2,3,1,630.286,2,2,2,27,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579400305,,
5,55,294,2,3,1,630.286,3,2,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,579400305,,
5,55,294,2,3,1,630.286,1,1,1,33,1,1,2,1,1,1,1,," ",,," ",1,,,,,5,2,,,579400305,,
5,55,294,2,3,1,630.286,4,1,3,2,0,,,,,,,," ",,," ",,,,,,,,,,579400305,,
5,55,294,2,4,1,630.286,1,1,1,49,1,0,,1,1,1,1,," ",,," ",1,,,,,6,1,1,,579400405,,
5,55,294,2,4,1,630.286,2,2,2,40,1,0,,1,1,1,1,," ",,," ",1,,,,,2,,,,579400405,,
5,55,294,2,4,1,630.286,5,2,3,18,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,579400405,,
5,55,294,2,4,1,630.286,4,1,3,20,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,579400405,,
5,55,294,2,4,1,630.286,6,1,3,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579400405,,
5,55,294,2,4,1,630.286,3,2,3,22,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,579400405,,
5,55,294,2,5,1,630.286,1,1,1,26,1,1,4,1,2,1,1,," ",,," ",2,2021,"Gakenke",3,,3,1,2,,579400505,,
5,55,294,2,5,1,630.286,2,2,2,24,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,579400505,,
5,55,294,2,5,1,630.286,3,1,3,0,0,,,,,,,," ",,," ",,,,,,,,,,579400505,,
5,55,294,2,6,1,630.286,1,1,1,25,1,1,2,1,2,1,1,," ",,," ",1,,,,,2,1,8,11,579400605,,
5,55,294,2,6,1,630.286,2,2,2,24,1,1,4,1,2,1,1,," ",,," ",1,,,,,1,,,,579400605,,
5,55,294,2,6,1,630.286,3,1,3,0,0,,,,,,,," ",,," ",,,,,,,,,,579400605,,
5,55,294,2,7,1,630.286,3,1,3,19,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579400705,,
5,55,294,2,7,1,630.286,1,1,1,76,1,1,2,1,2,1,1,," ",,," ",1,,,,,6,2,,,579400705,,
5,55,294,2,7,1,630.286,6,1,4,5,1,0,,0,,,,," ",,," ",,,,,,,,,,579400705,,
5,55,294,2,7,1,630.286,5,1,4,7,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579400705,,
5,55,294,2,7,1,630.286,4,2,3,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579400705,,
5,55,294,2,7,1,630.286,2,2,2,65,1,0,,1,2,1,1,," ",,," ",1,,,,,6,,,,579400705,,
5,55,294,2,8,1,630.286,6,1,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579400805,,
5,55,294,2,8,1,630.286,5,2,3,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579400805,,
5,55,294,2,8,1,630.286,7,2,3,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579400805,,
5,55,294,2,8,1,630.286,3,1,3,26,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579400805,,
5,55,294,2,8,1,630.286,8,2,4,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579400805,,
5,55,294,2,8,1,630.286,2,2,2,50,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579400805,,
5,55,294,2,8,1,630.286,1,1,1,57,1,0,,1,1,1,1,," ",,," ",1,,,,,6,2,,,579400805,,
5,55,294,2,8,1,630.286,4,2,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579400805,,
5,55,294,2,9,1,630.286,1,1,1,23,1,1,1,1,2,1,1,," ",,," ",1,,,,,5,1,1,,579400905,,
5,55,294,2,9,1,630.286,2,2,2,22,1,1,1,1,2,1,1,," ",,," ",1,,,,,1,,,,579400905,,
5,55,294,2,9,1,630.286,3,2,3,3,0,,,,,,,," ",,," ",,,,,,,,,,579400905,,
5,55,294,2,10,1,2260.336,1,1,1,44,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,8,11,579401005,,
5,55,294,2,10,1,2260.336,2,2,2,41,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579401005,,
5,55,294,2,10,1,2260.336,6,1,3,3,0,,,,,,,," ",,," ",,,,,,,,,,579401005,,
5,55,294,2,10,1,2260.336,4,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579401005,,
5,55,294,2,10,1,2260.336,3,1,3,22,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,579401005,,
5,55,294,2,10,1,2260.336,5,2,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579401005,,
5,55,294,2,11,1,2260.336,4,1,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,579401105,,
5,55,294,2,11,1,2260.336,1,1,1,42,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,2,,,579401105,,
5,55,294,2,11,1,2260.336,5,2,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579401105,,
5,55,294,2,11,1,2260.336,6,2,3,8,1,1,2,0,,,,," ",,," ",,,,,,6,,,,579401105,,
5,55,294,2,11,1,2260.336,3,1,3,21,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579401105,,
5,55,294,2,11,1,2260.336,7,1,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,579401105,,
5,55,294,2,11,1,2260.336,8,2,3,1,0,,,,,,,," ",,," ",,,,,,,,,,579401105,,
5,55,294,2,11,1,2260.336,2,2,2,43,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579401105,,
5,55,294,2,12,1,2260.336,3,2,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,579401205,,
5,55,294,2,12,1,2260.336,2,2,2,46,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579401205,,
5,55,294,2,12,1,2260.336,4,2,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579401205,,
5,55,294,2,12,1,2260.336,1,1,1,46,1,1,2,1,1,1,1,," ",,," ",1,,,,,2,2,,,579401205,,
5,55,294,2,12,1,2260.336,5,1,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,579401205,,
5,55,294,2,13,1,2260.336,1,2,1,62,1,1,2,1,8,1,1,," ",,," ",1,,,,,1,2,,,579401305,,
5,55,294,2,13,1,2260.336,2,2,4,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,579401305,,
5,55,294,2,14,1,2260.336,2,1,2,33,1,0,,1,2,2,2,," ",2000,1," ",,,"Murundi",,,2,,,,579401405,,
5,55,294,2,14,1,2260.336,1,2,1,35,1,0,,1,2,1,1,," ",,," ",1,,,,,1,1,1,,579401405,,
5,55,294,2,14,1,2260.336,3,2,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579401405,,
5,55,294,2,14,1,2260.336,4,1,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,579401405,,
5,55,294,2,15,1,2260.336,2,2,2,30,1,1,2,1,2,1,1,," ",,," ",2,2015,"Kamonyi",3,,1,,,,579401505,,
5,55,294,2,15,1,2260.336,1,1,1,28,1,1,2,1,2,1,1,," ",,," ",1,,,,,6,2,,,579401505,,
5,55,294,2,15,1,2260.336,3,1,3,7,1,1,2,0,,,,," ",,," ",,,,,,6,,,,579401505,,
5,55,294,2,15,1,2260.336,4,1,3,1,0,,,,,,,," ",,," ",,,,,,,,,,579401505,,
5,55,294,2,16,1,2260.336,1,1,1,60,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,2,,579401605,,
5,55,294,2,16,1,2260.336,5,1,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,579401605,,
5,55,294,2,16,1,2260.336,4,1,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579401605,,
5,55,294,2,16,1,2260.336,2,2,2,40,1,1,1,1,1,1,1,," ",,," ",1,,,,,1,,,,579401605,,
5,55,294,2,16,1,2260.336,3,2,3,13,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,579401605,,
5,55,294,2,17,1,2260.336,1,1,1,40,1,0,,1,1,1,1,," ",,," ",1,,,,,1,1,1,,579401705,,
5,55,294,2,17,1,2260.336,4,2,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579401705,,
5,55,294,2,17,1,2260.336,3,1,3,20,1,1,2,1,7,1,1,," ",,," ",1,,,,,3,,,,579401705,,
5,55,294,2,17,1,2260.336,7,1,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579401705,,
5,55,294,2,17,1,2260.336,2,2,2,40,1,1,1,1,1,1,1,," ",,," ",1,,,,,1,,,,579401705,,
5,55,294,2,17,1,2260.336,5,2,3,14,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,579401705,,
5,55,294,2,17,1,2260.336,6,2,3,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579401705,,
5,55,294,2,18,1,2260.336,3,2,3,19,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579401805,,
5,55,294,2,18,1,2260.336,5,1,3,11,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579401805,,
5,55,294,2,18,1,2260.336,4,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579401805,,
5,55,294,2,18,1,2260.336,2,2,2,43,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579401805,,
5,55,294,2,18,1,2260.336,6,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,579401805,,
5,55,294,2,18,1,2260.336,1,1,1,42,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,2,,,579401805,,
5,55,295,2,1,3,13.9957238392857,2,2,2,26,1,1,1,1,2,1,1,," ",,," ",2,2018,"Bugesera",3,,1,,,,579500105,,
5,55,295,2,1,3,13.9957238392857,1,1,1,33,1,1,2,1,2,1,1,," ",,," ",1,,,,,3,1,2,,579500105,,
5,55,295,2,1,3,13.9957238392857,3,1,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579500105,,
5,55,295,2,1,3,13.9957238392857,4,1,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,579500105,,
5,55,295,2,1,3,13.9957238392857,5,1,3,3,0,,,,,,,," ",,," ",,,,,,,,,,579500105,,
5,55,295,2,2,3,13.9957238392857,1,2,1,42,1,1,1,1,8,1,1,," ",,," ",1,,,,,1,1,2,,579500205,,
5,55,295,2,2,3,13.9957238392857,2,2,3,22,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,579500205,,
5,55,295,2,2,3,13.9957238392857,4,1,3,16,1,1,1,1,7,1,1,," ",,," ",1,,,,,1,,,,579500205,,
5,55,295,2,2,3,13.9957238392857,3,2,3,19,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,579500205,,
5,55,295,2,2,3,13.9957238392857,6,2,4,0,0,,,,,,,," ",,," ",,,,,,,,,,579500205,,
5,55,295,2,2,3,13.9957238392857,5,2,3,14,1,1,1,1,7,1,1,," ",,," ",1,,,,,1,,,,579500205,,
5,55,295,2,3,3,68.15309,1,1,1,46,1,1,2,1,1,2,1,4," ",1994,5," ",,,"Tanzania",,,6,1,2,,579500305,,
5,55,295,2,3,3,68.15309,2,2,2,42,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,579500305,,
5,55,295,2,3,3,68.15309,3,2,3,21,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,579500305,,
5,55,295,2,3,3,68.15309,4,1,3,19,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,579500305,,
5,55,295,2,3,3,68.15309,6,1,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579500305,,
5,55,295,2,3,3,68.15309,5,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,579500305,,
5,55,295,2,4,3,13.9957238392857,1,1,1,44,1,1,2,1,2,2,1,4," ",1995,4," ",,,"Ngoma",,,6,1,1,,579500405,,
5,55,295,2,4,3,13.9957238392857,3,1,3,11,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579500405,,
5,55,295,2,4,3,13.9957238392857,4,1,3,3,0,,,,,,,," ",,," ",,,,,,,,,,579500405,,
5,55,295,2,4,3,13.9957238392857,2,2,2,38,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,579500405,,
5,55,295,2,5,3,13.9957238392857,1,2,1,38,1,1,1,1,8,1,1,," ",,," ",1,,,,,1,1,2,,579500505,,
5,55,295,2,5,3,13.9957238392857,3,1,3,13,1,1,1,1,7,1,1,," ",,," ",1,,,,,1,,,,579500505,,
5,55,295,2,5,3,13.9957238392857,8,1,3,0,0,,,,,,,," ",,," ",,,,,,,,,,579500505,,
5,55,295,2,5,3,13.9957238392857,4,1,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579500505,,
5,55,295,2,5,3,13.9957238392857,7,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,579500505,,
5,55,295,2,5,3,13.9957238392857,6,2,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,579500505,,
5,55,295,2,5,3,13.9957238392857,2,2,3,15,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,579500505,,
5,55,295,2,5,3,13.9957238392857,5,1,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,579500505,,
5,55,295,2,6,3,13.9957238392857,2,2,2,62,1,1,2,1,1,1,1,," ",,," ",1,,,,,2,,,,579500605,,
5,55,295,2,6,3,13.9957238392857,3,2,4,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,579500605,,
